UniProt Name,UniProt Accession,UniProt gene,Ensembl Gene,CD,CSPA category,main functional class,Surfy,Surfy Score,surfy_class,uniprot_status,uniprot_current_accession,uniprot_current_entry_name,uniprot_primary_gene,gene_symbol_changed,foldable,class_conflict
BNI3L_HUMAN,O60238,BNIP3L,ENSG00000104765,,NA,Unclassified,nonsurface,0.1158,non_surface,active_reviewed,O60238,BNI3L_HUMAN,BNIP3L,no,yes,no
BNIP3_HUMAN,Q12983,BNIP3,ENSG00000176171,,NA,Unclassified,nonsurface,0.0682,non_surface,active_reviewed,Q12983,BNIP3_HUMAN,BNIP3,no,yes,no
BNIPL_HUMAN,Q7Z465,BNIPL,ENSG00000163141,,NA,,nonsurface,0.1658,non_surface,active_reviewed,Q7Z465,BNIPL_HUMAN,BNIPL,no,yes,no
BOC_HUMAN,Q9BWV1,BOC,ENSG00000144857,,NA,Receptors,surface,0.9661,surface,active_reviewed,Q9BWV1,BOC_HUMAN,BOC,no,yes,no
BOK_HUMAN,Q9UMX3,BOK,ENSG00000176720,,NA,,nonsurface,0.0632,non_surface,active_reviewed,Q9UMX3,BOK_HUMAN,BOK,no,yes,no
BOLA1_HUMAN,Q9Y3E2,BOLA1,ENSG00000178096,,NA,,,0.519,unclassified,active_reviewed,Q9Y3E2,BOLA1_HUMAN,BOLA1,no,yes,no
BOLA3_HUMAN,Q53S33,BOLA3,ENSG00000163170,,NA,,,0.2894,unclassified,active_reviewed,Q53S33,BOLA3_HUMAN,BOLA3,no,yes,no
BPHL_HUMAN,Q86WA6,BPHL,ENSG00000137274,,NA,,,0.2575,unclassified,active_reviewed,Q86WA6,BPHL_HUMAN,BPHL,no,yes,no
BPIA1_HUMAN,Q9NP55,BPIFA1,ENSG00000198183,,NA,,,0.3154,unclassified,active_reviewed,Q9NP55,BPIA1_HUMAN,BPIFA1,no,yes,no
BPIA2_HUMAN,Q96DR5,BPIFA2,ENSG00000131050,,NA,,,0.6747,unclassified,active_reviewed,Q96DR5,BPIA2_HUMAN,BPIFA2,no,yes,no
BPIA3_HUMAN,Q9BQP9,BPIFA3,ENSG00000131059,,NA,,,0.6966,unclassified,active_reviewed,Q9BQP9,BPIA3_HUMAN,BPIFA3,no,yes,no
BPIB1_HUMAN,Q8TDL5,BPIFB1,ENSG00000125999,,NA,,,0.6487,unclassified,active_reviewed,Q8TDL5,BPIB1_HUMAN,BPIFB1,no,yes,no
BPIB2_HUMAN,Q8N4F0,BPIFB2,ENSG00000078898,,NA,,,0.6826,unclassified,active_reviewed,Q8N4F0,BPIB2_HUMAN,BPIFB2,no,yes,no
BPIB3_HUMAN,P59826,BPIFB3,ENSG00000186190,,NA,,,0.6766,unclassified,active_reviewed,P59826,BPIB3_HUMAN,BPIFB3,no,yes,no
BPIB4_HUMAN,P59827,BPIFB4,ENSG00000186191,,NA,,,0.3613,unclassified,active_reviewed,P59827,BPIB4_HUMAN,BPIFB4,no,yes,no
BPIB6_HUMAN,Q8NFQ5,BPIFB6,ENSG00000167104,,NA,,,0.5788,unclassified,active_reviewed,Q8NFQ5,BPIB6_HUMAN,BPIFB6,no,yes,no
BPIFC_HUMAN,Q8NFQ6,BPIFC,ENSG00000184459,,NA,,,0.6826,unclassified,active_reviewed,Q8NFQ6,BPIFC_HUMAN,BPIFC,no,yes,no
BPI_HUMAN,P17213,BPI,ENSG00000101425,,NA,Unclassified,,0.4611,unclassified,active_reviewed,P17213,BPI_HUMAN,BPI,no,yes,no
BRCA1_HUMAN,P38398,BRCA1,ENSG00000012048,,NA,,nonsurface,0.1816,non_surface,active_reviewed,P38398,BRCA1_HUMAN,BRCA1,no,yes,no
BRI3B_HUMAN,Q8WY22,BRI3BP,ENSG00000184992,,NA,Unclassified,nonsurface,0.6048,non_surface,active_reviewed,Q8WY22,BRI3B_HUMAN,BRI3BP,no,yes,no
BRI3_HUMAN,O95415,BRI3,ENSG00000164713,,NA,Unclassified,nonsurface,0.2495,non_surface,active_reviewed,O95415,BRI3_HUMAN,BRI3,no,yes,no
BRID5_HUMAN,Q6PL45,BRICD5,ENSG00000182685,,NA,Unclassified,,0.5389,unclassified,active_reviewed,Q6PL45,BRID5_HUMAN,BRICD5,no,yes,no
BRNP1_HUMAN,O60477,BRINP1,ENSG00000078725,,NA,Unclassified,,0.5369,unclassified,active_reviewed,O60477,BRNP1_HUMAN,BRINP1,no,yes,no
BRNP2_HUMAN,Q9C0B6,BRINP2,ENSG00000198797,,NA,Unclassified,,0.7585,unclassified,active_reviewed,Q9C0B6,BRNP2_HUMAN,BRINP2,no,yes,no
BRNP3_HUMAN,Q76B58,BRINP3,ENSG00000162670,,NA,Unclassified,,0.7246,unclassified,active_reviewed,Q76B58,BRNP3_HUMAN,BRINP3,no,yes,no
BROMI_HUMAN,Q96NH3,TBC1D32,ENSG00000146350,,NA,Unclassified,nonsurface,0.1497,non_surface,active_reviewed,Q96NH3,BROMI_HUMAN,TBC1D32,no,yes,no
BRS3_HUMAN,P32247,BRS3,ENSG00000102239,,NA,Receptors,surface,0.9305,surface,active_reviewed,P32247,BRS3_HUMAN,BRS3,no,yes,no
BRSK1_HUMAN,Q8TDC3,BRSK1,ENSG00000160469,,NA,Enzymes,nonsurface,0.0858,non_surface,active_reviewed,Q8TDC3,BRSK1_HUMAN,BRSK1,no,yes,no
BRSK2_HUMAN,Q8IWQ3,BRSK2,ENSG00000174672,,NA,Enzymes,nonsurface,0.0619,non_surface,active_reviewed,Q8IWQ3,BRSK2_HUMAN,BRSK2,no,yes,no
BSCL2_HUMAN,Q96G97,BSCL2,ENSG00000168000,,2,Unclassified,,0.4132,unclassified,active_reviewed,Q96G97,BSCL2_HUMAN,BSCL2,no,yes,no
BSND_HUMAN,Q8WZ55,BSND,ENSG00000162399,,NA,Unclassified,nonsurface,0.1098,non_surface,active_reviewed,Q8WZ55,BSND_HUMAN,BSND,no,yes,no
BSPH1_HUMAN,Q075Z2,BSPH1,ENSG00000188334,,NA,,,0.6627,unclassified,active_reviewed,Q075Z2,BSPH1_HUMAN,BSPH1,no,yes,no
BSSP4_HUMAN,Q9GZN4,PRSS22,ENSG00000005001,,NA,,,0.6188,unclassified,active_reviewed,Q9GZN4,BSSP4_HUMAN,PRSS22,no,yes,no
BST1_HUMAN,Q10588,BST1,ENSG00000109743,CD157,1,,surface,0.7066,surface,active_reviewed,Q10588,BST1_HUMAN,BST1,no,yes,no
BST2_HUMAN,Q10589,BST2,ENSG00000130303,CD317,1,Unclassified,surface,0.7926,surface,active_reviewed,Q10589,BST2_HUMAN,BST2,no,yes,no
BT1A1_HUMAN,Q13410,BTN1A1,ENSG00000124557,,NA,Miscellaneous,surface,0.9042,surface,active_reviewed,Q13410,BT1A1_HUMAN,BTN1A1,no,yes,no
BT2A1_HUMAN,Q7KYR7,BTN2A1,ENSG00000112763,,1,Miscellaneous,surface,0.9202,surface,active_reviewed,Q7KYR7,BT2A1_HUMAN,BTN2A1,no,yes,no
BT2A2_HUMAN,Q8WVV5,BTN2A2,ENSG00000124508,,NA,Miscellaneous,surface,0.8922,surface,active_reviewed,Q8WVV5,BT2A2_HUMAN,BTN2A2,no,yes,no
BT2A3_HUMAN,Q96KV6,BTN2A3P,,,NA,Miscellaneous,surface,0.8224,surface,active_reviewed,Q96KV6,BT2A3_HUMAN,BTN2A3P,no,yes,no
BT3A1_HUMAN,O00481,BTN3A1,ENSG00000026950,CD277,NA,Miscellaneous,surface,0.8224,surface,active_reviewed,O00481,BT3A1_HUMAN,BTN3A1,no,yes,no
BT3A2_HUMAN,P78410,BTN3A2,ENSG00000186470,,NA,Miscellaneous,surface,0.7146,surface,active_reviewed,P78410,BT3A2_HUMAN,BTN3A2,no,yes,no
BT3A3_HUMAN,O00478,BTN3A3,ENSG00000111801,,NA,Miscellaneous,surface,0.7325,surface,active_reviewed,O00478,BT3A3_HUMAN,BTN3A3,no,yes,no
BTBD1_HUMAN,Q9H0C5,BTBD1,ENSG00000064726,,NA,,,0.3992,unclassified,active_reviewed,Q9H0C5,BTBD1_HUMAN,BTBD1,no,yes,no
BTBDB_HUMAN,A6QL63,BTBD11,ENSG00000151136,,NA,,nonsurface,0.3393,non_surface,active_reviewed,A6QL63,ABTB3_HUMAN,ABTB3,yes,yes,no
BTBDH_HUMAN,A6NE02,BTBD17,ENSG00000204347,,NA,,,0.6846,unclassified,active_reviewed,A6NE02,BTBDH_HUMAN,BTBD17,no,yes,no
BTC_HUMAN,P35070,BTC,ENSG00000174808,,NA,Unclassified,surface,0.9042,surface,active_reviewed,P35070,BTC_HUMAN,BTC,no,yes,no
BTD_HUMAN,P43251,BTD,ENSG00000169814,,1,,,0.6766,unclassified,active_reviewed,P43251,BTD_HUMAN,BTD,no,yes,no
BTG2_HUMAN,P78543,BTG2,ENSG00000159388,,NA,,,0.3533,unclassified,active_reviewed,P78543,BTG2_HUMAN,BTG2,no,yes,no
BTG3_HUMAN,Q14201,BTG3,ENSG00000154640,,NA,,,0.3353,unclassified,active_reviewed,Q14201,BTG3_HUMAN,BTG3,no,yes,no
BTLA_HUMAN,Q7Z6A9,BTLA,ENSG00000186265,CD272,1,Unclassified,surface,0.8982,surface,active_reviewed,Q7Z6A9,BTLA_HUMAN,BTLA,no,yes,no
BTNL2_HUMAN,Q9UIR0,BTNL2,ENSG00000204290;ENSG00000224242;ENSG00000225412;ENSG00000229741;ENSG00000226127;ENSG00000225845;ENSG00000224770;ENSG00000229597,,NA,Miscellaneous,nonsurface,0.1457,non_surface,active_reviewed,Q9UIR0,BTNL2_HUMAN,BTNL2,no,yes,no
BTNL3_HUMAN,Q6UXE8,BTNL3,ENSG00000168903,,NA,Miscellaneous,surface,0.7345,surface,active_reviewed,Q6UXE8,BTNL3_HUMAN,BTNL3,no,yes,no
BTNL8_HUMAN,Q6UX41,BTNL8,ENSG00000113303,,NA,Miscellaneous,,0.5449,unclassified,active_reviewed,Q6UX41,BTNL8_HUMAN,BTNL8,no,yes,no
BTNL9_HUMAN,Q6UXG8,BTNL9,ENSG00000165810,,NA,Miscellaneous,surface,0.7425,surface,active_reviewed,Q6UXG8,BTNL9_HUMAN,BTNL9,no,yes,no
BTNLA_HUMAN,A8MVZ5,BTNL10,,,NA,,surface,0.7605,surface,active_reviewed,A8MVZ5,BTNLA_HUMAN,BTNL10P,yes,yes,no
BY55_HUMAN,O95971,CD160,ENSG00000117281,CD160,1,,surface,0.6188,surface,active_reviewed,O95971,BY55_HUMAN,CD160,no,yes,no
C11B1_HUMAN,P15538,CYP11B1,ENSG00000160882,,NA,,,0.3114,unclassified,active_reviewed,P15538,C11B1_HUMAN,CYP11B1,no,yes,no
C11B2_HUMAN,P19099,CYP11B2,ENSG00000179142,,NA,,,0.2934,unclassified,active_reviewed,P19099,C11B2_HUMAN,CYP11B2,no,yes,no
C144A_HUMAN,A2RUR9,CCDC144A,ENSG00000170160,,NA,,nonsurface,0.2196,non_surface,active_reviewed,A2RUR9,C144A_HUMAN,CCDC144A,no,yes,no
C144C_HUMAN,Q8IYA2,CCDC144CP,,,NA,,nonsurface,0.2196,non_surface,active_reviewed,Q8IYA2,C144C_HUMAN,CCDC144CP,no,yes,no
C163A_HUMAN,Q86VB7,CD163,ENSG00000177575,CD163,1,Unclassified,surface,0.9465,surface,active_reviewed,Q86VB7,C163A_HUMAN,CD163,no,yes,no
C163B_HUMAN,Q9NR16,CD163L1,ENSG00000177675,CD163b,NA,Unclassified,surface,0.9521,surface,active_reviewed,Q9NR16,C163B_HUMAN,CD163L1,no,yes,no
C16L2_HUMAN,Q6UWJ8,CD164L2,ENSG00000174950,,NA,Unclassified,surface,0.7725,surface,active_reviewed,Q6UWJ8,C16L2_HUMAN,CD164L2,no,yes,no
C1GLC_HUMAN,Q96EU7,C1GALT1C1,ENSG00000171155,,NA,Unclassified,nonsurface,0.0778,non_surface,active_reviewed,Q96EU7,C1GLC_HUMAN,C1GALT1C1,no,yes,no
C1GLT_HUMAN,Q9NS00,C1GALT1,ENSG00000106392,,NA,,nonsurface,0.1996,non_surface,active_reviewed,Q9NS00,C1GLT_HUMAN,C1GALT1,no,yes,no
C1QA_HUMAN,P02745,C1QA,ENSG00000173372,,NA,,,0.509,unclassified,active_reviewed,P02745,C1QA_HUMAN,C1QA,no,yes,no
C1QB_HUMAN,P02746,C1QB,ENSG00000173369,,NA,,,0.3633,unclassified,active_reviewed,P02746,C1QB_HUMAN,C1QB,no,yes,no
C1QC_HUMAN,P02747,C1QC,ENSG00000159189,,NA,,,0.3852,unclassified,active_reviewed,P02747,C1QC_HUMAN,C1QC,no,yes,no
C1QL2_HUMAN,Q7Z5L3,C1QL2,ENSG00000144119,,NA,,,0.3593,unclassified,active_reviewed,Q7Z5L3,C1QL2_HUMAN,C1QL2,no,yes,no
C1QL3_HUMAN,Q5VWW1,C1QL3,ENSG00000165985,,NA,,,0.3413,unclassified,active_reviewed,Q5VWW1,C1QL3_HUMAN,C1QL3,no,yes,no
C1QL4_HUMAN,Q86Z23,C1QL4,ENSG00000186897,,NA,,,0.3473,unclassified,active_reviewed,Q86Z23,C1QL4_HUMAN,C1QL4,no,yes,no
C1QR1_HUMAN,Q9NPY3,CD93,ENSG00000125810,CD93,NA,Unclassified,surface,0.7305,surface,active_reviewed,Q9NPY3,C1QR1_HUMAN,CD93,no,yes,no
C1QRF_HUMAN,O75973,C1QL1,ENSG00000131094,,NA,,,0.3074,unclassified,active_reviewed,O75973,C1QRF_HUMAN,C1QL1,no,yes,no
C1QT1_HUMAN,Q9BXJ1,C1QTNF1,ENSG00000173918,,NA,Unclassified,,0.6248,unclassified,active_reviewed,Q9BXJ1,C1QT1_HUMAN,C1QTNF1,no,yes,no
C1QT2_HUMAN,Q9BXJ5,C1QTNF2,ENSG00000145861,,1,,,0.6727,unclassified,active_reviewed,Q9BXJ5,C1QT2_HUMAN,C1QTNF2,no,yes,no
C1QT3_HUMAN,Q9BXJ4,C1QTNF3,ENSG00000082196,,NA,,,0.3972,unclassified,active_reviewed,Q9BXJ4,C1QT3_HUMAN,C1QTNF3,no,yes,no
C1QT4_HUMAN,Q9BXJ3,C1QTNF4,ENSG00000172247,,NA,,,0.3453,unclassified,active_reviewed,Q9BXJ3,C1QT4_HUMAN,C1QTNF4,no,yes,no
C1QT5_HUMAN,Q9BXJ0,C1QTNF5,ENSG00000223953,,NA,,,0.3014,unclassified,active_reviewed,Q9BXJ0,C1QT5_HUMAN,C1QTNF5,no,yes,no
C1QT6_HUMAN,Q9BXI9,C1QTNF6,ENSG00000133466,,NA,Unclassified,,0.6068,unclassified,active_reviewed,Q9BXI9,C1QT6_HUMAN,C1QTNF6,no,yes,no
C1QT7_HUMAN,Q9BXJ2,C1QTNF7,ENSG00000163145,,NA,,,0.515,unclassified,active_reviewed,Q9BXJ2,C1QT7_HUMAN,C1QTNF7,no,yes,no
C1QT8_HUMAN,P60827,C1QTNF8,ENSG00000184471,,NA,Unclassified,,0.3493,unclassified,active_reviewed,P60827,C1QT8_HUMAN,C1QTNF8,no,yes,no
C1RL_HUMAN,Q9NZP8,C1RL,ENSG00000139178,,NA,,,0.7924,unclassified,active_reviewed,Q9NZP8,C1RL_HUMAN,C1RL,no,yes,no
C1R_HUMAN,P00736,C1R,ENSG00000159403,,NA,,,0.7385,unclassified,active_reviewed,P00736,C1R_HUMAN,C1R,no,yes,no
C1S_HUMAN,P09871,C1S,ENSG00000182326,,NA,,,0.6307,unclassified,active_reviewed,P09871,C1S_HUMAN,C1S,no,yes,no
C1T9A_HUMAN,P0C862,C1QTNF9,ENSG00000240654,,NA,,,0.3673,unclassified,active_reviewed,P0C862,C1T9A_HUMAN,C1QTNF9,no,yes,no
C1T9B_HUMAN,B2RNN3,C1QTNF9B,ENSG00000205863,,NA,,,0.3733,unclassified,active_reviewed,B2RNN3,C1T9B_HUMAN,C1QTNF9B,no,yes,no
C2C2L_HUMAN,O14523,C2CD2L,ENSG00000172375,,NA,,nonsurface,0.1158,non_surface,active_reviewed,O14523,C2C2L_HUMAN,C2CD2L,no,yes,no
C2C4B_HUMAN,A6NLJ0,C2CD4B,ENSG00000205502,,NA,,,0.3493,unclassified,active_reviewed,A6NLJ0,C2C4B_HUMAN,C2CD4B,no,yes,no
C2TA_HUMAN,P33076,CIITA,ENSG00000179583,,NA,,nonsurface,0.0679,non_surface,active_reviewed,P33076,C2TA_HUMAN,CIITA,no,yes,no
C3AR_HUMAN,Q16581,C3AR1,ENSG00000171860,,NA,Receptors,surface,0.9153,surface,active_reviewed,Q16581,C3AR_HUMAN,C3AR1,no,yes,no
C4BPA_HUMAN,P04003,C4BPA,ENSG00000123838,,1,,,0.7745,unclassified,active_reviewed,P04003,C4BPA_HUMAN,C4BPA,no,yes,no
C4BPB_HUMAN,P20851,C4BPB,ENSG00000123843,,1,,,0.7305,unclassified,active_reviewed,P20851,C4BPB_HUMAN,C4BPB,no,yes,no
C560_HUMAN,Q99643,SDHC,ENSG00000143252,,NA,Unclassified,nonsurface,0.1194,non_surface,active_reviewed,Q99643,C560_HUMAN,SDHC,no,yes,no
C56D1_HUMAN,Q8N8Q1,CYB561D1,ENSG00000174151,,NA,Unclassified,nonsurface,0.2096,non_surface,active_reviewed,Q8N8Q1,C56D1_HUMAN,CYB561D1,no,yes,no
C56D2_HUMAN,O14569,CYB561D2,ENSG00000114395,,NA,Unclassified,nonsurface,0.1936,non_surface,active_reviewed,O14569,C56D2_HUMAN,CYB561D2,no,yes,no
C5AR1_HUMAN,P21730,C5AR1,ENSG00000197405,CD88,NA,Receptors,surface,0.9641,surface,active_reviewed,P21730,C5AR1_HUMAN,C5AR1,no,yes,no
C5AR2_HUMAN,Q9P296,C5AR2,ENSG00000134830,,NA,Receptors,surface,0.8563,surface,active_reviewed,Q9P296,C5AR2_HUMAN,C5AR2,no,yes,no
C99L2_HUMAN,Q8TCZ2,CD99L2,ENSG00000102181,,NA,Unclassified,,0.4192,unclassified,active_reviewed,Q8TCZ2,C99L2_HUMAN,CD99L2,no,yes,no
CA043_HUMAN,Q9BWL3,C1orf43,ENSG00000143612,,NA,Unclassified,nonsurface,0.0838,non_surface,active_reviewed,Q9BWL3,LTAP1_HUMAN,LTAP1,yes,yes,no
CA054_HUMAN,Q8WWF1,C1orf54,ENSG00000118292,,NA,,,0.2994,unclassified,active_reviewed,Q8WWF1,CA054_HUMAN,C1orf54,no,yes,no
CA101_HUMAN,Q5SY80,C1orf101,ENSG00000179397,,NA,Unclassified,surface,0.6228,surface,active_reviewed,Q5SY80,CTSRE_HUMAN,CATSPERE,yes,yes,no
CA111_HUMAN,Q5T0L3,C1orf111,ENSG00000171722,,NA,,,0.4731,unclassified,active_reviewed,Q5T0L3,SPT46_HUMAN,SPATA46,yes,yes,no
CA134_HUMAN,Q5TEV5,C1orf134,,,NA,,,0.6766,unclassified,inactive,Q5TEV5,,,,no,no
CA159_HUMAN,Q96HA4,C1orf159,ENSG00000131591,,1,Unclassified,surface,0.8563,surface,active_reviewed,Q96HA4,CA159_HUMAN,C1orf159,no,yes,no
CA162_HUMAN,Q8NEQ5,C1orf162,ENSG00000143110,,NA,Unclassified,,0.5669,unclassified,active_reviewed,Q8NEQ5,CA162_HUMAN,C1orf162,no,yes,no
CA185_HUMAN,Q5T7R7,C1orf185,ENSG00000204006,,NA,Unclassified,nonsurface,0.1178,non_surface,active_reviewed,Q5T7R7,CA185_HUMAN,C1orf185,no,yes,no
CA186_HUMAN,Q6ZWK4,C1orf186,ENSG00000263961,,NA,Unclassified,nonsurface,0.2415,non_surface,active_reviewed,Q6ZWK4,RHEX_HUMAN,RHEX,yes,yes,no
CA198_HUMAN,Q9H425,C1orf198,ENSG00000119280,,NA,,,0.3593,unclassified,active_reviewed,Q9H425,CA198_HUMAN,C1orf198,no,yes,no
CA210_HUMAN,Q8IVY1,C1orf210,ENSG00000253313,,NA,Unclassified,,0.4551,unclassified,active_reviewed,Q8IVY1,CA210_HUMAN,C1orf210,no,yes,no
CA233_HUMAN,F2Z333,C1orf233,ENSG00000228594,,NA,,surface,0.5888,surface,active_reviewed,F2Z333,FND10_HUMAN,FNDC10,yes,yes,no
CA234_HUMAN,H3BTG2,C1orf234,ENSG00000227868,,NA,Unclassified,,0.2475,unclassified,active_reviewed,H3BTG2,TEX46_HUMAN,TEX46,yes,yes,no
CA2D1_HUMAN,P54289,CACNA2D1,ENSG00000153956,,1,Transporters,,0.5409,unclassified,active_reviewed,P54289,CA2D1_HUMAN,CACNA2D1,no,yes,no
CA2D2_HUMAN,Q9NY47,CACNA2D2,ENSG00000007402,,1,Transporters,,0.521,unclassified,active_reviewed,Q9NY47,CA2D2_HUMAN,CACNA2D2,no,yes,no
CA2D3_HUMAN,Q8IZS8,CACNA2D3,ENSG00000157445,,NA,Transporters,,0.487,unclassified,active_reviewed,Q8IZS8,CA2D3_HUMAN,CACNA2D3,no,yes,no
CA2D4_HUMAN,Q7Z3S7,CACNA2D4,ENSG00000151062,,NA,Transporters,,0.5349,unclassified,active_reviewed,Q7Z3S7,CA2D4_HUMAN,CACNA2D4,no,yes,no
CAAP1_HUMAN,Q9H8G2,CAAP1,ENSG00000120159,,NA,,,0.483,unclassified,active_reviewed,Q9H8G2,CAAP1_HUMAN,CAAP1,no,yes,no
CAB45_HUMAN,Q9BRK5,SDF4,ENSG00000078808,,NA,,,0.4471,unclassified,active_reviewed,Q9BRK5,CAB45_HUMAN,SDF4,no,yes,no
CABL1_HUMAN,Q8TDN4,CABLES1,ENSG00000134508,,NA,,,0.3952,unclassified,active_reviewed,Q8TDN4,CABL1_HUMAN,CABLES1,no,yes,no
CABL2_HUMAN,Q9BTV7,CABLES2,ENSG00000149679,,NA,,nonsurface,0.0918,non_surface,active_reviewed,Q9BTV7,CABL2_HUMAN,CABLES2,no,yes,no
CABP7_HUMAN,Q86V35,CABP7,ENSG00000100314,,NA,Unclassified,nonsurface,0.0998,non_surface,active_reviewed,Q86V35,CABP7_HUMAN,CABP7,no,yes,no
CABP8_HUMAN,Q9BXU9,CALN1,ENSG00000183166,,NA,Unclassified,nonsurface,0.1677,non_surface,active_reviewed,Q9BXU9,CABP8_HUMAN,CALN1,no,yes,no
CAC1A_HUMAN,O00555,CACNA1A,ENSG00000141837,,NA,Transporters,,0.4192,unclassified,active_reviewed,O00555,CAC1A_HUMAN,CACNA1A,no,yes,no
CAC1B_HUMAN,Q00975,CACNA1B,ENSG00000148408,,NA,Transporters,,0.503,unclassified,active_reviewed,Q00975,CAC1B_HUMAN,CACNA1B,no,yes,no
CAC1C_HUMAN,Q13936,CACNA1C,ENSG00000151067,,NA,Transporters,surface,0.6687,surface,active_reviewed,Q13936,CAC1C_HUMAN,CACNA1C,no,yes,no
CAC1D_HUMAN,Q01668,CACNA1D,ENSG00000157388,,NA,Transporters,,0.5629,unclassified,active_reviewed,Q01668,CAC1D_HUMAN,CACNA1D,no,yes,no
CAC1E_HUMAN,Q15878,CACNA1E,ENSG00000198216,,NA,Transporters,,0.507,unclassified,active_reviewed,Q15878,CAC1E_HUMAN,CACNA1E,no,yes,no
CAC1F_HUMAN,O60840,CACNA1F,ENSG00000102001,,NA,Transporters,,0.4112,unclassified,active_reviewed,O60840,CAC1F_HUMAN,CACNA1F,no,yes,no
CAC1G_HUMAN,O43497,CACNA1G,ENSG00000006283,,NA,Transporters,surface,0.5908,surface,active_reviewed,O43497,CAC1G_HUMAN,CACNA1G,no,yes,no
CAC1H_HUMAN,O95180,CACNA1H,ENSG00000196557,,NA,Transporters,,0.513,unclassified,active_reviewed,O95180,CAC1H_HUMAN,CACNA1H,no,yes,no
CAC1I_HUMAN,Q9P0X4,CACNA1I,ENSG00000100346,,NA,Transporters,surface,0.6267,surface,active_reviewed,Q9P0X4,CAC1I_HUMAN,CACNA1I,no,yes,no
CAC1S_HUMAN,Q13698,CACNA1S,ENSG00000081248,,NA,Transporters,,0.5629,unclassified,active_reviewed,Q13698,CAC1S_HUMAN,CACNA1S,no,yes,no
CAD10_HUMAN,Q9Y6N8,CDH10,ENSG00000040731,,1,Miscellaneous,surface,0.9681,surface,active_reviewed,Q9Y6N8,CAD10_HUMAN,CDH10,no,yes,no
CAD11_HUMAN,P55287,CDH11,ENSG00000140937,,1,Miscellaneous,surface,0.9149,surface,active_reviewed,P55287,CAD11_HUMAN,CDH11,no,yes,no
CAD12_HUMAN,P55289,CDH12,ENSG00000154162,,NA,Miscellaneous,surface,0.9661,surface,active_reviewed,P55289,CAD12_HUMAN,CDH12,no,yes,no
CAD13_HUMAN,P55290,CDH13,ENSG00000140945,,1,Miscellaneous,surface,0.7325,surface,active_reviewed,P55290,CAD13_HUMAN,CDH13,no,yes,no
CAD15_HUMAN,P55291,CDH15,ENSG00000129910,,1,Miscellaneous,surface,0.9255,surface,active_reviewed,P55291,CAD15_HUMAN,CDH15,no,yes,no
CAD16_HUMAN,O75309,CDH16,ENSG00000166589,,NA,Miscellaneous,surface,0.7784,surface,active_reviewed,O75309,CAD16_HUMAN,CDH16,no,yes,no
CAD17_HUMAN,Q12864,CDH17,ENSG00000079112,,1,Miscellaneous,surface,0.9144,surface,active_reviewed,Q12864,CAD17_HUMAN,CDH17,no,yes,no
CAD18_HUMAN,Q13634,CDH18,ENSG00000145526,,NA,Miscellaneous,surface,0.9321,surface,active_reviewed,Q13634,CAD18_HUMAN,CDH18,no,yes,no
CAD19_HUMAN,Q9H159,CDH19,ENSG00000071991,,1,Miscellaneous,surface,0.9251,surface,active_reviewed,Q9H159,CAD19_HUMAN,CDH19,no,yes,no
CAD20_HUMAN,Q9HBT6,CDH20,ENSG00000101542,,NA,Miscellaneous,surface,0.8632,surface,active_reviewed,Q9HBT6,CAD20_HUMAN,CDH20,no,yes,no
CAD22_HUMAN,Q9UJ99,CDH22,ENSG00000149654,,NA,Miscellaneous,surface,0.8962,surface,active_reviewed,Q9UJ99,CAD22_HUMAN,CDH22,no,yes,no
CAD23_HUMAN,Q9H251,CDH23,ENSG00000107736,,NA,Miscellaneous,surface,0.8922,surface,active_reviewed,Q9H251,CAD23_HUMAN,CDH23,no,yes,no
CAD24_HUMAN,Q86UP0,CDH24,ENSG00000139880,,NA,Miscellaneous,surface,0.8842,surface,active_reviewed,Q86UP0,CAD24_HUMAN,CDH24,no,yes,no
CAD26_HUMAN,Q8IXH8,CDH26,ENSG00000124215,,NA,Miscellaneous,surface,0.8862,surface,active_reviewed,Q8IXH8,CAD26_HUMAN,CDH26,no,yes,no
CADH1_HUMAN,P12830,CDH1,ENSG00000039068,CD324,1,Miscellaneous,surface,0.9433,surface,active_reviewed,P12830,CADH1_HUMAN,CDH1,no,yes,no
CADH2_HUMAN,P19022,CDH2,ENSG00000170558,CD325,1,Miscellaneous,surface,0.9898,surface,active_reviewed,P19022,CADH2_HUMAN,CDH2,no,yes,no
CADH3_HUMAN,P22223,CDH3,ENSG00000062038,,1,Miscellaneous,surface,0.9641,surface,active_reviewed,P22223,CADH3_HUMAN,CDH3,no,yes,no
CADH4_HUMAN,P55283,CDH4,ENSG00000179242,,1,Miscellaneous,surface,0.986,surface,active_reviewed,P55283,CADH4_HUMAN,CDH4,no,yes,no
CADH5_HUMAN,P33151,CDH5,ENSG00000179776,CD144,1,Miscellaneous,surface,0.9471,surface,active_reviewed,P33151,CADH5_HUMAN,CDH5,no,yes,no
CADH6_HUMAN,P55285,CDH6,ENSG00000113361,,1,Miscellaneous,surface,0.96,surface,active_reviewed,P55285,CADH6_HUMAN,CDH6,no,yes,no
CADH7_HUMAN,Q9ULB5,CDH7,ENSG00000081138,,NA,Miscellaneous,surface,0.8603,surface,active_reviewed,Q9ULB5,CADH7_HUMAN,CDH7,no,yes,no
