census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_start,span_end,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,guards,parsed_under
P08174,surface,active,DAF_HUMAN,false,,2026-08-06,2005-03-01,,318,35,352,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14118,surface,active,DAG1_HUMAN,false,,2026-08-06,2009-05-05,96,96,654,749,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N8Z6,surface,active,DCBD1_HUMAN,false,,2026-08-06,2004-07-19,425,425,35,459,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PD2,surface,active,DCBD2_HUMAN,false,,2026-08-06,2001-12-01,462,462,67,528,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P43146,surface,active,DCC_HUMAN,false,,2026-08-06,2010-05-18,1072,1072,26,1097,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H295,surface,active,DCSTP_HUMAN,false,,2026-08-06,2001-03-01,91,91,119,209,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q08345,surface,active,DDR1_HUMAN,false,,2026-08-06,1995-02-01,397,397,21,417,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q16832,surface,active,DDR2_HUMAN,false,,2026-08-06,2008-11-25,378,378,22,399,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y4D2,surface,active,DGLA_HUMAN,false,,2026-08-06,2006-09-05,17,17,44,60,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NCG7,surface,active,DGLB_HUMAN,false,,2026-08-06,2006-09-05,20,20,39,58,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96SL1,surface,active,DIRC2_HUMAN,false,,2026-08-06,2001-12-01,,24,206,229,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96F81,surface,active,DISP1_HUMAN,false,,2026-08-06,2007-11-13,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A7MBM2,surface,active,DISP2_HUMAN,false,,2026-08-06,2007-11-13,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P80370,surface,active,DLK1_HUMAN,false,,2026-08-06,2010-05-18,280,280,24,303,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UY11,surface,active,DLK2_HUMAN,false,,2026-08-06,2004-07-05,280,280,27,306,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00548,surface,active,DLL1_HUMAN,false,,2026-08-06,2006-10-31,528,528,18,545,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYJ7,surface,active,DLL3_HUMAN,false,,2026-08-06,2000-10-01,466,466,27,492,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NR61,surface,active,DLL4_HUMAN,false,,2026-08-06,2000-10-01,503,503,27,529,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P28067,surface,active,DMA_HUMAN,false,,2026-08-06,2024-11-27,,207,27,233,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P28068,surface,active,DMB_HUMAN,false,,2026-08-06,2022-02-23,,200,19,218,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NFT8,surface,active,DNER_HUMAN,false,,2026-08-06,2002-10-01,606,606,35,640,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P06340,surface,active,DOA_HUMAN,false,,2026-08-06,1988-01-01,192,192,26,217,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P13765,surface,active,DOB_HUMAN,false,,2026-08-06,1990-01-01,198,198,27,224,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q1HG43,surface,active,DOXA1_HUMAN,false,,2026-08-06,2006-06-13,102,102,73,174,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P20036,surface,active,DPA1_HUMAN,false,,2026-08-06,1991-02-01,194,194,29,222,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P04440,surface,active,DPB1_HUMAN,false,,2026-08-06,1987-08-13,196,196,30,225,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q3MIW9,surface,active,DPCR1_HUMAN,false,,2026-08-06,2008-02-26,419,419,30,448,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P16444,surface,active,DPEP1_HUMAN,false,,2026-08-06,2006-03-07,,368,17,384,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H4A9,surface,active,DPEP2_HUMAN,false,,2026-08-06,2018-03-28,,430,33,462,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H4B8,surface,active,DPEP3_HUMAN,false,,2026-08-06,2006-04-04,,427,36,462,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N608,surface,active,DPP10_HUMAN,false,,2026-08-06,2010-05-18,741,741,56,796,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P27487,surface,active,DPP4_HUMAN,false,,2026-08-06,1996-02-01,738,738,29,766,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P42658,surface,active,DPP6_HUMAN,false,,2026-08-06,2008-12-16,749,749,117,865,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P01909,surface,active,DQA1_HUMAN,false,,2026-08-06,1986-07-21,193,193,24,216,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P01906,surface,active,DQA2_HUMAN,false,,2026-08-06,1991-02-01,194,194,24,217,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P01920,surface,active,DQB1_HUMAN,false,,2026-08-06,2010-03-02,198,198,33,230,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P05538,surface,active,DQB2_HUMAN,false,,2026-08-06,1991-02-01,197,197,33,229,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P01903,surface,active,DRA_HUMAN,false,,2026-08-06,2021-02-10,191,191,26,216,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P79483,surface,active,DRB3_HUMAN,false,,2026-08-06,1997-05-01,198,198,30,227,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P13762,surface,active,DRB4_HUMAN,false,,2026-08-06,2009-12-15,198,198,30,227,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q30154,surface,active,DRB5_HUMAN,false,,2026-08-06,1996-11-01,198,198,30,227,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P21728,surface,active,DRD1_HUMAN,false,,2026-08-06,1991-05-01,29,29,164,192,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P14416,surface,active,DRD2_HUMAN,false,,2026-08-06,1990-04-01,37,37,1,37,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P35462,surface,active,DRD3_HUMAN,false,,2026-08-06,2022-02-23,32,32,1,32,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P21917,surface,active,DRD4_HUMAN,false,,2026-08-06,2019-04-10,29,29,1,29,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P21918,surface,active,DRD5_HUMAN,false,,2026-08-06,1992-03-01,43,43,181,223,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q08554,surface,active,DSC1_HUMAN,false,,2026-08-06,2009-02-10,557,557,135,691,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q02487,surface,active,DSC2_HUMAN,false,,2026-08-06,1994-02-01,559,559,136,694,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14574,surface,active,DSC3_HUMAN,false,,2026-08-06,2006-10-17,555,555,136,690,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60469,surface,active,DSCAM_HUMAN,false,,2026-08-06,2000-12-01,1578,1578,18,1595,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TD84,surface,active,DSCL1_HUMAN,false,,2026-08-06,2005-08-16,1573,1573,19,1591,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q02413,surface,active,DSG1_HUMAN,false,,2026-08-06,2010-03-23,499,499,50,548,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14126,surface,active,DSG2_HUMAN,false,,2026-08-06,2007-05-29,560,560,50,609,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P32926,surface,active,DSG3_HUMAN,false,,2026-08-06,2009-06-16,566,566,50,615,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86SJ6,surface,active,DSG4_HUMAN,false,,2026-08-06,2003-06-01,582,582,50,631,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NRD9,surface,active,DUOX1_HUMAN,false,,2026-08-06,2000-10-01,570,570,22,591,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NRD8,surface,active,DUOX2_HUMAN,false,,2026-08-06,2010-05-18,576,576,26,601,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N1N2,surface,active,DYNAP_HUMAN,false,,2026-08-06,2026-01-28,76,76,109,184,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P43003,surface,active,EAA1_HUMAN,false,,2026-08-06,1995-11-01,91,91,146,236,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P43004,surface,active,EAA2_HUMAN,false,,2026-08-06,1998-07-15,93,93,143,235,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P43005,surface,active,EAA3_HUMAN,false,,2026-08-06,1996-02-01,91,91,115,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P48664,surface,active,EAA4_HUMAN,false,,2026-08-06,1996-02-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00341,surface,active,EAA5_HUMAN,false,,2026-08-06,2008-09-23,102,102,115,216,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15125,surface,active,EBP_HUMAN,false,,2026-08-06,2007-01-23,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P42892,surface,active,ECE1_HUMAN,false,,2026-08-06,1996-10-01,681,681,90,770,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q19T08,surface,active,ECSCR_HUMAN,false,,2026-08-06,2006-07-11,100,100,25,124,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UNE0,surface,active,EDAR_HUMAN,false,,2026-08-06,2000-05-01,161,161,27,187,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q92838,surface,active,EDA_HUMAN,false,,2026-08-06,1999-07-15,329,329,63,391,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P25101,surface,active,EDNRA_HUMAN,false,,2026-08-06,1992-05-01,60,60,21,80,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P24530,surface,active,EDNRB_HUMAN,false,,2026-08-06,1992-03-01,75,75,27,101,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P60507,surface,active,EFC1_HUMAN,false,,2026-08-06,2004-03-01,496,496,23,518,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P20827,surface,active,EFNA1_HUMAN,false,,2026-08-06,2005-08-30,,163,19,181,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43921,surface,active,EFNA2_HUMAN,false,,2026-08-06,1998-06-01,,163,25,187,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P52797,surface,active,EFNA3_HUMAN,false,,2026-08-06,1996-10-01,,191,23,213,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P52798,surface,active,EFNA4_HUMAN,false,,2026-08-06,1996-10-01,,144,26,169,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P52803,surface,active,EFNA5_HUMAN,false,,2026-08-06,1996-10-01,,182,21,202,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P98172,surface,active,EFNB1_HUMAN,false,,2026-08-06,1996-10-01,210,210,28,237,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P52799,surface,active,EFNB2_HUMAN,false,,2026-08-06,1996-10-01,202,202,28,229,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15768,surface,active,EFNB3_HUMAN,false,,2026-08-06,1996-11-01,199,199,28,226,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P00533,surface,active,EGFR_HUMAN,false,,2026-08-06,1997-11-01,621,621,25,645,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P01133,surface,active,EGF_HUMAN,false,,2026-08-06,2009-07-07,1010,1010,23,1032,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P17813,surface,active,EGLN_HUMAN,false,,2026-08-06,1998-07-15,561,561,26,586,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C7U0,surface,active,ELFN1_HUMAN,false,,2026-08-06,2013-06-26,391,391,28,418,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HBW9,surface,active,ELTD1_HUMAN,false,,2026-08-06,2008-11-04,413,413,20,432,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6PCB8,surface,active,EMB_HUMAN,false,,2026-08-06,2004-07-05,228,228,33,260,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54849,surface,active,EMP1_HUMAN,false,,2026-08-06,1998-07-15,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54851,surface,active,EMP2_HUMAN,false,,2026-08-06,1996-10-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54852,surface,active,EMP3_HUMAN,false,,2026-08-06,1996-10-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14246,surface,active,EMR1_HUMAN,false,,2026-08-06,2010-03-02,579,579,21,599,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UHX3,surface,active,EMR2_HUMAN,false,,2026-08-06,2006-06-13,517,517,24,540,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BY15,surface,active,EMR3_HUMAN,false,,2026-08-06,2010-05-18,336,336,22,357,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86SQ3,surface,active,EMR4_HUMAN,false,,2026-08-06,2003-06-01,176,176,16,191,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q902F9,surface,active,EN113_HUMAN,false,,2026-08-06,2024-10-02,543,543,90,632,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9N2K0,surface,active,ENH1_HUMAN,false,,2026-08-06,2000-10-01,488,488,36,523,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9N2J8,surface,active,ENH3_HUMAN,false,,2026-08-06,2000-10-01,480,480,36,515,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NX77,surface,active,ENK13_HUMAN,false,,2026-08-06,2004-05-24,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O42043,surface,active,ENK18_HUMAN,false,,2026-08-06,2004-05-24,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O71037,surface,active,ENK19_HUMAN,false,,2026-08-06,2004-05-24,543,543,90,632,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P61565,surface,active,ENK21_HUMAN,false,,2026-08-06,2004-05-24,543,543,89,631,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P61566,surface,active,ENK24_HUMAN,false,,2026-08-06,2004-05-24,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P61570,surface,active,ENK25_HUMAN,false,,2026-08-06,2004-05-24,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q69384,surface,active,ENK6_HUMAN,false,,2026-08-06,1996-11-01,543,543,90,632,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P61567,surface,active,ENK7_HUMAN,false,,2026-08-06,2004-05-24,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q902F8,surface,active,ENK8_HUMAN,false,,2026-08-06,2001-12-01,543,543,90,632,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UKH3,surface,active,ENK9_HUMAN,false,,2026-08-06,2000-05-01,542,542,90,631,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P22413,surface,active,ENPP1_HUMAN,false,,2026-08-06,2002-09-19,828,828,98,925,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y6X5,surface,active,ENPP4_HUMAN,false,,2026-08-06,2008-03-18,392,392,16,407,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UJA9,surface,active,ENPP5_HUMAN,false,,2026-08-06,2000-05-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UWR7,surface,active,ENPP6_HUMAN,false,,2026-08-06,2006-06-13,,396,23,418,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P98073,surface,active,ENTK_HUMAN,false,,2026-08-06,2011-01-11,972,972,48,1019,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P49961,surface,active,ENTP1_HUMAN,false,,2026-08-06,1996-10-01,441,441,38,478,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75355,surface,active,ENTP3_HUMAN,false,,2026-08-06,2006-09-19,442,442,44,485,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P61550,surface,active,ENVT1_HUMAN,false,,2026-08-06,2004-05-24,537,537,39,575,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P16422,surface,active,EPCAM_HUMAN,false,,2026-08-06,2007-11-13,242,242,24,265,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UNN8,surface,active,EPCR_HUMAN,false,,2026-08-06,2000-05-01,193,193,18,210,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UW88,surface,active,EPGN_HUMAN,false,,2026-08-06,2009-03-24,88,88,23,110,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P21709,surface,active,EPHA1_HUMAN,false,,2026-08-06,2011-01-11,522,522,26,547,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P29317,surface,active,EPHA2_HUMAN,false,,2026-08-06,2009-05-05,514,514,24,537,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P29320,surface,active,EPHA3_HUMAN,false,,2026-08-06,2006-10-17,521,521,21,541,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54764,surface,active,EPHA4_HUMAN,false,,2026-08-06,1996-10-01,528,528,20,547,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54756,surface,active,EPHA5_HUMAN,false,,2026-08-06,2009-09-22,549,549,25,573,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UF33,surface,active,EPHA6_HUMAN,false,,2026-08-06,2014-05-14,528,528,23,550,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15375,surface,active,EPHA7_HUMAN,false,,2026-08-06,2007-05-01,528,528,28,555,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P29322,surface,active,EPHA8_HUMAN,false,,2026-08-06,2001-10-18,515,515,28,542,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5JZY3,surface,active,EPHAA_HUMAN,false,,2026-08-06,2013-04-03,532,532,34,565,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54762,surface,active,EPHB1_HUMAN,false,,2026-08-06,1996-10-01,523,523,18,540,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P29323,surface,active,EPHB2_HUMAN,false,,2026-08-06,2005-09-27,525,525,19,543,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54753,surface,active,EPHB3_HUMAN,false,,2026-08-06,2005-09-27,526,526,34,559,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54760,surface,active,EPHB4_HUMAN,false,,2026-08-06,2001-10-18,524,524,16,539,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O15197,surface,active,EPHB6_HUMAN,false,,2026-08-06,2010-04-20,563,563,32,594,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P19235,surface,active,EPOR_HUMAN,false,,2026-08-06,1990-11-01,226,226,25,250,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NQ60,surface,active,EQTN_HUMAN,false,,2026-08-06,2007-05-15,,167,15,181,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P60509,surface,active,ERB1_HUMAN,false,,2026-08-06,2004-03-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P04626,surface,active,ERBB2_HUMAN,false,,2026-08-06,1987-08-13,630,630,23,652,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P21860,surface,active,ERBB3_HUMAN,false,,2026-08-06,1991-05-01,624,624,20,643,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15303,surface,active,ERBB4_HUMAN,false,,2026-08-06,1996-11-01,626,626,26,651,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14944,surface,active,EREG_HUMAN,false,,2026-08-06,1998-01-01,60,60,60,119,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PL5,surface,active,ERMAP_HUMAN,false,,2026-08-06,2001-12-01,126,126,30,155,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7Z2K6,surface,active,ERMP1_HUMAN,false,,2026-08-06,2006-10-31,,315,85,399,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
B6SEH8,surface,active,ERVV1_HUMAN,false,,2026-08-06,2008-12-16,300,300,22,321,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
B6SEH9,surface,active,ERVV2_HUMAN,false,,2026-08-06,2008-12-16,300,300,22,321,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96AP7,surface,active,ESAM_HUMAN,false,,2026-08-06,2001-12-01,219,219,30,248,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A0FGR9,surface,active,ESYT3_HUMAN,false,,2026-08-06,2006-11-28,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60883,surface,active,ETBR2_HUMAN,false,,2026-08-06,2010-11-02,109,109,26,134,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P58658,surface,active,EVA1C_HUMAN,false,,2026-08-06,2002-01-23,274,274,49,322,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P22794,surface,active,EVI2A_HUMAN,false,,2026-08-06,2010-03-23,103,103,31,133,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P34910,surface,active,EVI2B_HUMAN,false,,2026-08-06,2009-12-15,181,181,22,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5VUB5,surface,active,F1711_HUMAN,false,,2026-08-06,2004-12-07,282,282,22,303,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A8MVW0,surface,active,F1712_HUMAN,false,,2026-08-06,2007-12-04,286,286,30,315,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6P995,surface,active,F171B_HUMAN,false,,2026-08-06,2010-11-30,321,321,33,353,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TBP5,surface,active,F174A_HUMAN,false,,2026-08-06,2002-06-01,94,94,30,123,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q3ZCQ3,surface,active,F174B_HUMAN,false,,2026-08-06,2011-03-08,64,64,27,90,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q17R55,surface,active,F187B_HUMAN,false,,2026-08-06,2007-04-17,318,318,18,335,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P81408,surface,active,F189B_HUMAN,false,,2026-08-06,2010-04-20,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N5C1,surface,active,FA26E_HUMAN,false,,2026-08-06,2002-10-01,45,45,130,174,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14517,surface,active,FAT1_HUMAN,false,,2026-08-06,2011-05-31,4160,4160,22,4181,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
