census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,parsed_under
P78358,non_surface,active,CTG1B_HUMAN,false,,2026-08-06,1997-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HC47,non_surface,active,CTGE1_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96RT6,non_surface,active,CTGE2_HUMAN,false,,2026-08-06,2008-10-14,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IX94,non_surface,active,CTGE4_HUMAN,false,,2026-08-06,2009-05-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q86UF2,non_surface,active,CTGE6_HUMAN,false,,2026-08-06,2009-09-22,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P0CG41,non_surface,active,CTGE8_HUMAN,false,,2026-08-06,2010-07-13,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A4FU28,non_surface,active,CTGE9_HUMAN,false,,2026-08-06,2010-07-13,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A4D2H0,non_surface,active,CTGEF_HUMAN,false,,2026-08-06,2007-04-03,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UBT7,non_surface,active,CTNL1_HUMAN,false,,2026-08-06,2005-02-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NEC5,non_surface,active,CTSR1_HUMAN,false,,2026-08-06,2010-05-18,17,17,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96P56,non_surface,active,CTSR2_HUMAN,false,,2026-08-06,2007-07-24,20,20,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q86XQ3,non_surface,active,CTSR3_HUMAN,false,,2026-08-06,2003-06-01,21,21,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7RTX7,non_surface,active,CTSR4_HUMAN,false,,2026-08-06,2003-12-15,21,21,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H7T0,non_surface,active,CTSRB_HUMAN,false,,2026-08-06,2007-07-24,1053,1053,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P60606,non_surface,active,CTXN1_HUMAN,false,,2026-08-06,2004-03-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P0C2S0,non_surface,active,CTXN2_HUMAN,false,,2026-08-06,2007-04-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q4LDR2,non_surface,active,CTXN3_HUMAN,false,,2026-08-06,2005-08-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NEN9,non_surface,active,CX065_HUMAN,false,,2026-08-06,2007-07-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P12074,non_surface,active,CX6A1_HUMAN,false,,2026-08-06,1999-07-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q02221,non_surface,active,CX6A2_HUMAN,false,,2026-08-06,2006-10-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P24310,non_surface,active,CX7A1_HUMAN,false,,2026-08-06,1993-07-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P14406,non_surface,active,CX7A2_HUMAN,false,,2026-08-06,1990-01-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TF08,non_surface,active,CX7B2_HUMAN,false,,2026-08-06,2009-05-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q969M2,non_surface,active,CXA10_HUMAN,false,,2026-08-06,2001-12-01,39,39,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P57773,non_surface,active,CXA9_HUMAN,false,,2026-08-06,2004-07-19,37,37,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P36383,non_surface,active,CXG1_HUMAN,false,,2026-08-06,2009-04-14,30,30,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P08574,non_surface,active,CY1_HUMAN,false,,2026-08-06,2010-11-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P13498,non_surface,active,CY24A_HUMAN,false,,2026-08-06,2010-11-02,5,5,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P49447,non_surface,active,CY561_HUMAN,false,,2026-08-06,2002-11-25,,19,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NBI2,non_surface,active,CYAC3_HUMAN,false,,2026-08-06,2002-10-01,,27,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O43169,non_surface,active,CYB5B_HUMAN,false,,2026-08-06,2019-05-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P00167,non_surface,active,CYB5_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q53TN4,non_surface,active,CYBR1_HUMAN,false,,2026-08-06,2005-05-24,18,18,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P00156,non_surface,active,CYB_HUMAN,false,,2026-08-06,2012-10-03,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q2PZI1,non_surface,active,D19L1_HUMAN,false,,2026-08-06,2006-01-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6NUT2,non_surface,active,D19L2_HUMAN,false,,2026-08-06,2007-12-04,,66,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6NXN4,non_surface,active,D19P1_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZN68,non_surface,active,D19P2_HUMAN,false,,2026-08-06,2008-04-29,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WUS8,non_surface,active,D42E1_HUMAN,false,,2026-08-06,2008-04-29,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NKP2,non_surface,active,D42E2_HUMAN,false,,2026-08-06,2008-07-22,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P61803,non_surface,active,DAD1_HUMAN,false,,2026-08-06,2007-01-23,,1,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5H9S7,non_surface,active,DCA17_HUMAN,false,,2026-08-06,2005-02-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WVC6,non_surface,active,DCAKD_HUMAN,false,,2026-08-06,2002-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9C098,non_surface,active,DCLK3_HUMAN,false,,2026-08-06,2006-10-03,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BTE7,non_surface,active,DCNL5_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O15121,non_surface,active,DEGS1_HUMAN,false,,2026-08-06,1998-01-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6QHC5,non_surface,active,DEGS2_HUMAN,false,,2026-08-06,2009-11-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5VZ89,non_surface,active,DEN4C_HUMAN,false,,2026-08-06,2017-06-07,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZUT9,non_surface,active,DEN5B_HUMAN,false,,2026-08-06,2008-04-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A2RUS2,non_surface,active,DEND3_HUMAN,false,,2026-08-06,2007-09-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BUN8,non_surface,active,DERL1_HUMAN,false,,2026-08-06,2001-06-01,,38,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9GZP9,non_surface,active,DERL2_HUMAN,false,,2026-08-06,2001-03-01,,18,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96Q80,non_surface,active,DERL3_HUMAN,false,,2026-08-06,2004-07-19,,38,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95424,non_surface,active,DEXI_HUMAN,false,,2026-08-06,2001-08-14,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZPD8,non_surface,active,DG2L6_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75907,non_surface,active,DGAT1_HUMAN,false,,2026-08-06,2003-07-25,,12,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96PD7,non_surface,active,DGAT2_HUMAN,false,,2026-08-06,2002-03-01,,4,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P52429,non_surface,active,DGKE_HUMAN,false,,2026-08-06,1996-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q53GQ0,non_surface,active,DHB12_HUMAN,false,,2026-08-06,2007-10-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P37059,non_surface,active,DHB2_HUMAN,false,,2026-08-06,1994-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P56937,non_surface,active,DHB7_HUMAN,false,,2026-08-06,2000-05-30,229,229,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15392,non_surface,active,DHC24_HUMAN,false,,2026-08-06,2002-01-31,,9,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UBM7,non_surface,active,DHCR7_HUMAN,false,,2026-08-06,2000-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P28845,non_surface,active,DHI1_HUMAN,false,,2026-08-06,2007-01-23,,268,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P80365,non_surface,active,DHI2_HUMAN,false,,2026-08-06,2003-04-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75911,non_surface,active,DHRS3_HUMAN,false,,2026-08-06,2005-03-29,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O14521,non_surface,active,DHSD_HUMAN,false,,2026-08-06,1998-01-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H2U1,non_surface,active,DHX36_HUMAN,false,,2026-08-06,2010-11-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y2E4,non_surface,active,DIP2C_HUMAN,false,,2026-08-06,2003-03-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NXW2,non_surface,active,DJB12_HUMAN,false,,2026-08-06,2018-10-10,,111,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TBM8,non_surface,active,DJB14_HUMAN,false,,2026-08-06,2002-06-01,,114,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NVH1,non_surface,active,DJC11_HUMAN,false,,2026-08-06,2006-07-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75165,non_surface,active,DJC13_HUMAN,false,,2026-08-06,2010-11-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6Y2X3,non_surface,active,DJC14_HUMAN,false,,2026-08-06,2006-07-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y5T4,non_surface,active,DJC15_HUMAN,false,,2026-08-06,2006-07-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N4W6,non_surface,active,DJC22_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H1X3,non_surface,active,DJC25_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96LL9,non_surface,active,DJC30_HUMAN,false,,2026-08-06,2002-10-19,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q09013,non_surface,active,DMPK_HUMAN,false,,2026-08-06,2011-12-14,,18,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TDJ6,non_surface,active,DMXL2_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N7S2,non_surface,active,DNJ5G_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96KC8,non_surface,active,DNJC1_HUMAN,false,,2026-08-06,2001-12-01,,106,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NNZ3,non_surface,active,DNJC4_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5JSL3,non_surface,active,DOC11_HUMAN,false,,2026-08-06,2007-09-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IZD9,non_surface,active,DOCK3_HUMAN,false,,2026-08-06,2003-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N1I0,non_surface,active,DOCK4_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UPQ8,non_surface,active,DOLK_HUMAN,false,,2026-08-06,2000-05-01,,22,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5JWR5,non_surface,active,DOP1_HUMAN,false,,2026-08-06,2007-02-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y3R5,non_surface,active,DOP2_HUMAN,false,,2026-08-06,2010-11-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q86YN1,non_surface,active,DOPP1_HUMAN,false,,2026-08-06,2003-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N350,non_surface,active,DOS_HUMAN,false,,2026-08-06,2016-03-16,45,45,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q1HG44,non_surface,active,DOXA2_HUMAN,false,,2026-08-06,2008-11-25,106,106,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O94777,non_surface,active,DPM2_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P2X0,non_surface,active,DPM3_HUMAN,false,,2026-08-06,2007-02-06,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q07864,non_surface,active,DPOE1_HUMAN,false,,2026-08-06,2006-10-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N682,non_surface,active,DRAM1_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6UX65,non_surface,active,DRAM2_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6IAN0,non_surface,active,DRS7B_HUMAN,false,,2026-08-06,2007-12-04,,287,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6B8I1,non_surface,active,DS13A_HUMAN,false,,2026-08-06,2004-09-13,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5VZP5,non_surface,active,DUS27_HUMAN,false,,2026-08-06,2004-12-07,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P225,non_surface,active,DYH2_HUMAN,false,,2026-08-06,2008-02-26,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NYC9,non_surface,active,DYH9_HUMAN,false,,2026-08-06,2010-11-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7RTS9,non_surface,active,DYM_HUMAN,false,,2026-08-06,2003-12-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75923,non_surface,active,DYSF_HUMAN,false,,2026-08-06,1998-11-01,13,13,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NZJ5,non_surface,active,E2AK3_HUMAN,false,,2026-08-06,2010-05-18,,485,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y2J2,non_surface,active,E41L3_HUMAN,false,,2026-08-06,2001-12-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
