census_accession,span_aa,segment_count,extracellular_total_aa,discarded_aa,folded_fraction,topology,segments
P06126,284,1,284,0,1.000,contiguous,17-300
P60893,30,4,79,49,0.380,intermittent,1-25;79-96;159-188;308-313
P24557,91,2,135,44,0.674,intermittent,32-75;245-335
Q8N2M4,11,4,15,4,0.733,intermittent,43-43;92-92;137-138;196-206
Q9HBL6,261,1,261,0,1.000,contiguous,28-288
P51809,11,1,11,0,1.000,contiguous,210-220
P28566,22,4,57,35,0.386,intermittent,1-21;85-92;158-179;317-322
Q96EC8,17,3,30,13,0.567,intermittent,106-115;168-184;234-236
P49771,158,1,158,0,1.000,contiguous,27-184
P43121,536,1,536,0,1.000,contiguous,24-559
Q8NG84,40,4,111,71,0.360,intermittent,1-40;95-115;174-210;275-287
P78334,258,2,274,16,0.942,intermittent,23-280;328-343
Q9NRD9,570,4,623,53,0.915,intermittent,22-591;1067-1080;1153-1184;1242-1248
Q96G91,42,4,141,99,0.298,intermittent,1-29;86-116;168-206;267-308
O95477,597,2,882,285,0.677,intermittent,43-639;1372-1656
Q1EHB4,46,7,141,95,0.326,intermittent,1-9;69-82;150-157;202-235;297-321;407-411;459-504
A6NMB1,418,1,418,0,1.000,contiguous,17-434
O00559,6,1,6,0,1.000,contiguous,1-6
Q8NCW0,339,1,339,0,1.000,contiguous,26-364
Q16581,172,4,207,35,0.831,intermittent,1-20;85-91;161-332;404-411
P19022,565,1,565,0,1.000,contiguous,160-724
P31997,285,0,0,0,,no_accepted_segment,
Q9BQB6,51,2,54,3,0.944,intermittent,30-80;129-131
Q8N3T6,895,1,895,0,1.000,contiguous,28-922
Q96T83,59,6,154,95,0.383,intermittent,43-70;117-175;232-251;299-322;436-442;498-513
Q9Y287,191,1,191,0,1.000,contiguous,76-266
O15438,37,9,146,109,0.253,intermittent,1-32;95-99;154-171;324-349;448-450;555-576;985-1021;1107-1107;1221-1222
O43505,379,1,379,0,1.000,contiguous,37-415
Q9NQ11,33,5,73,40,0.452,intermittent,254-256;449-463;952-957;1016-1048;1102-1117
Q7Z4F1,424,1,424,0,1.000,contiguous,17-440
Q99466,1424,1,1424,0,1.000,contiguous,24-1447
Q6PCB8,228,1,228,0,1.000,contiguous,33-260
O75578,1100,1,1100,0,1.000,contiguous,23-1122
Q8NGC7,43,4,117,74,0.368,intermittent,1-43;94-117;179-215;277-289
P45844,63,3,82,19,0.768,intermittent,446-456;526-533;587-649
O60242,856,4,891,35,0.961,intermittent,25-880;932-939;1003-1023;1120-1125
Q6UXZ3,147,1,147,0,1.000,contiguous,19-165
Q2WGJ9,12,1,12,0,1.000,contiguous,1846-1857
Q8NH76,36,4,105,69,0.343,intermittent,1-31;82-105;167-202;264-277
O15218,57,4,114,57,0.500,intermittent,1-57;114-127;194-217;281-299
Q9NRP0,30,2,41,11,0.732,intermittent,54-83;139-149
Q15399,556,1,556,0,1.000,contiguous,25-580
Q8TCW7,353,1,353,0,1.000,contiguous,20-372
Q8NG97,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
Q8TCW9,62,4,139,77,0.446,intermittent,1-62;120-146;202-232;304-322
P08912,29,4,82,53,0.354,intermittent,1-29;88-104;170-191;465-478
Q8WWX8,46,7,182,136,0.253,intermittent,1-27;89-102;157-180;230-272;330-375;440-446;501-521
O75473,540,4,597,57,0.905,intermittent,22-561;615-638;704-722;789-802
Q9P1P5,48,4,105,57,0.457,intermittent,1-48;101-118;184-207;285-299
P43681,223,1,223,0,1.000,contiguous,27-249
Q8NGZ3,37,4,96,59,0.385,intermittent,1-22;73-96;158-194;256-268
Q8NGK3,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;261-275
Q8NH64,36,4,100,64,0.360,intermittent,1-25;76-99;161-196;258-272
Q8NHC8,37,4,99,62,0.374,intermittent,1-28;79-98;167-203;258-271
Q8NGK0,36,4,105,69,0.343,intermittent,1-30;81-104;166-201;264-278
Q8IWV1,37,1,37,0,1.000,contiguous,1-37
P59541,31,4,60,29,0.517,intermittent,1-1;68-86;148-178;251-259
O60462,844,1,844,0,1.000,contiguous,21-864
P55011,57,3,99,42,0.576,intermittent,396-405;455-486;542-598
Q8NGG8,37,4,98,61,0.378,intermittent,1-25;76-99;161-197;259-270
P53985,11,6,42,31,0.262,intermittent,45-55;106-109;170-174;289-295;350-353;411-421
P0C7T3,36,4,90,54,0.400,intermittent,1-33;89-100;168-203;268-276
O00461,663,1,663,0,1.000,contiguous,34-696
A6NF89,37,4,83,46,0.446,intermittent,1-24;85-95;163-199;259-269
O95858,121,2,139,18,0.871,intermittent,45-62;115-235
O95864,20,2,25,5,0.800,intermittent,153-157;286-305
Q9Y5E7,662,1,662,0,1.000,contiguous,31-692
P49895,12,1,12,0,1.000,contiguous,1-12
Q15622,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q8IY34,41,6,162,121,0.253,intermittent,57-74;119-159;221-226;335-372;428-464;518-539
Q96MU8,372,1,372,0,1.000,contiguous,21-392
Q14BN4,5,1,5,0,1.000,contiguous,824-828
Q96CP7,29,4,84,55,0.345,intermittent,36-46;105-123;145-173;223-247
P0C604,33,4,82,49,0.402,intermittent,1-24;81-95;161-193;257-266
A6NMS7,1547,1,1547,0,1.000,contiguous,36-1582
Q06481,661,1,661,0,1.000,contiguous,32-692
Q15043,127,4,161,34,0.789,intermittent,31-157;208-224;419-424;482-492
P51168,461,1,461,0,1.000,contiguous,72-532
Q8IV16,130,0,0,0,,no_accepted_segment,
A6NH00,37,4,97,60,0.381,intermittent,1-26;77-96;165-201;256-269
Q14416,549,4,595,46,0.923,intermittent,19-567;626-636;701-725;784-793
Q76KP1,1003,1,1003,0,1.000,contiguous,37-1039
Q01628,5,1,5,0,1.000,contiguous,129-133
Q9Y5E2,662,1,662,0,1.000,contiguous,27-688
P55082,129,1,129,0,1.000,contiguous,19-147
Q86YT9,256,1,256,0,1.000,contiguous,20-275
P37023,97,1,97,0,1.000,contiguous,22-118
Q96HH4,159,2,225,66,0.707,intermittent,1-159;232-297
Q96BI3,19,4,43,24,0.442,intermittent,1-2;53-68;140-158;208-213
P48050,40,2,49,9,0.816,intermittent,81-120;140-148
P30954,36,4,109,73,0.330,intermittent,1-36;87-110;172-207;269-281
A6NJZ3,32,4,80,48,0.400,intermittent,1-23;85-95;163-194;259-272
Q9BT67,28,2,34,6,0.824,intermittent,138-143;194-221
Q86UF1,118,2,137,19,0.861,intermittent,46-64;118-235
O15354,239,4,314,75,0.761,intermittent,27-265;321-335;401-443;515-531
Q9BQG1,54,1,54,0,1.000,contiguous,1-54
O60895,101,1,101,0,1.000,contiguous,43-143
P22455,348,1,348,0,1.000,contiguous,22-369
Q8NGX1,37,4,101,64,0.366,intermittent,1-30;85-105;164-200;265-277
P55344,42,2,63,21,0.667,intermittent,25-66;120-140
P31641,65,6,149,84,0.436,intermittent,71-78;151-215;266-289;353-379;459-464;526-544
Q14165,241,1,241,0,1.000,contiguous,29-269
P46531,1717,1,1717,0,1.000,contiguous,19-1735
Q86VH4,394,1,394,0,1.000,contiguous,31-424
Q495W5,468,1,468,0,1.000,contiguous,25-492
O94991,624,1,624,0,1.000,contiguous,41-664
Q8NGB2,46,4,115,69,0.400,intermittent,1-46;101-121;180-216;272-282
Q8IX05,146,1,146,0,1.000,contiguous,23-168
Q9NYB5,112,6,253,141,0.443,intermittent,64-82;135-184;254-271;371-390;443-554;613-646
Q9NY72,134,1,134,0,1.000,contiguous,23-156
P35052,506,0,0,0,,no_accepted_segment,
Q8N4L1,32,1,32,0,1.000,contiguous,66-97
P01135,75,1,75,0,1.000,contiguous,24-98
P13688,394,1,394,0,1.000,contiguous,35-428
Q01814,37,5,108,71,0.343,intermittent,116-152;411-443;896-905;970-987;1051-1060
H3BV60,228,1,228,0,1.000,contiguous,17-244
Q9Y493,2740,1,2740,0,1.000,contiguous,18-2757
Q9H340,36,4,98,62,0.367,intermittent,1-23;74-97;159-194;257-271
Q04771,103,1,103,0,1.000,contiguous,21-123
A2VDJ0,829,1,829,0,1.000,contiguous,41-869
P18627,428,1,428,0,1.000,contiguous,23-450
Q6UWJ8,112,1,112,0,1.000,contiguous,30-141
Q93070,238,0,0,0,,no_accepted_segment,
Q96P69,25,4,58,33,0.431,intermittent,1-7;69-80;144-168;264-277
O95256,337,1,337,0,1.000,contiguous,20-356
Q9GZQ4,43,4,95,52,0.453,intermittent,1-43;107-115;185-211;291-306
P50052,45,4,93,48,0.484,intermittent,1-45;105-114;182-206;282-294
Q9Y5H3,664,1,664,0,1.000,contiguous,33-696
Q9UBQ6,287,1,287,0,1.000,contiguous,44-330
Q8NH81,46,4,118,72,0.390,intermittent,1-46;97-120;182-218;280-290
Q6MZM0,1090,1,1090,0,1.000,contiguous,25-1114
P23470,717,1,717,0,1.000,contiguous,20-736
O60513,306,1,306,0,1.000,contiguous,39-344
Q02297,223,1,223,0,1.000,contiguous,20-242
O95452,38,2,68,30,0.559,intermittent,46-75;155-192
Q9HBX9,409,4,461,52,0.887,intermittent,1-409;465-486;549-577;651-651
Q10588,260,0,0,0,,no_accepted_segment,
P29274,30,4,56,26,0.536,intermittent,1-7;67-77;144-173;259-266
P33032,37,4,69,32,0.536,intermittent,1-37;98-114;180-186;266-273
P33527,37,9,147,110,0.252,intermittent,1-33;96-100;155-172;338-363;462-464;569-590;989-1025;1111-1111;1225-1226
P52849,844,1,844,0,1.000,contiguous,40-883
O15269,15,1,15,0,1.000,contiguous,1-15
Q93033,934,1,934,0,1.000,contiguous,21-954
O75445,5011,1,5011,0,1.000,contiguous,32-5042
P17643,453,1,453,0,1.000,contiguous,25-477
Q9Y5Q5,976,1,976,0,1.000,contiguous,67-1042
Q8NGT2,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
P30408,47,2,66,19,0.712,intermittent,31-49;115-161
Q9UQD0,82,16,323,241,0.254,intermittent,152-158;212-217;274-355;381-387;773-783;838-839;893-921;943-955;1218-1230;1283-1290;1347-1399;1422-1438;1542-1552;1602-1614;1669-1690;1714-1742
Q8TDM5,77,0,0,0,,no_accepted_segment,
Q9Y2T5,44,4,85,41,0.518,intermittent,1-44;109-116;181-203;287-296
Q8NGR5,38,4,98,60,0.388,intermittent,1-26;81-101;160-197;261-273
Q9BXJ8,10,3,25,15,0.400,intermittent,153-158;210-218;295-304
Q11201,306,1,306,0,1.000,contiguous,35-340
O00574,32,4,85,53,0.376,intermittent,1-32;90-103;165-187;260-275
Q9UKX5,1119,1,1119,0,1.000,contiguous,23-1141
Q9GZK3,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
Q53HI1,16,3,31,15,0.516,intermittent,104-115;185-187;244-259
Q8NGG4,37,4,98,61,0.378,intermittent,1-25;76-98;160-196;258-270
Q19T08,100,1,100,0,1.000,contiguous,25-124
Q8N6G5,510,1,510,0,1.000,contiguous,33-542
Q9Y6M0,246,0,0,0,,no_accepted_segment,
Q70Z44,208,3,231,23,0.900,intermittent,25-232;286-306;453-454
Q12918,159,1,159,0,1.000,contiguous,67-225
P21452,32,4,93,61,0.344,intermittent,1-32;91-107;171-196;273-290
P20309,67,4,114,47,0.588,intermittent,1-67;131-142;207-229;515-526
Q96CE8,43,2,62,19,0.694,intermittent,31-49;115-157
Q86XL3,12,1,12,0,1.000,contiguous,1-12
Q9NRD8,576,3,624,48,0.923,intermittent,26-601;1063-1076;1152-1185
Q6ZSJ9,149,1,149,0,1.000,contiguous,26-174
P11912,111,1,111,0,1.000,contiguous,33-143
P35346,38,4,79,41,0.481,intermittent,1-38;102-113;179-197;274-283
Q8NAT1,555,1,555,0,1.000,contiguous,26-580
P35212,42,2,78,36,0.538,intermittent,41-76;166-207
Q8NGA8,37,4,87,50,0.425,intermittent,1-18;73-93;152-188;252-262
O00526,71,1,71,0,1.000,contiguous,85-155
P21453,46,4,83,37,0.554,intermittent,1-46;105-116;183-196;279-289
Q9BXC0,31,4,91,60,0.341,intermittent,1-21;71-89;152-182;242-261
Q9UKM7,594,1,594,0,1.000,contiguous,106-699
Q9Y5F8,661,1,661,0,1.000,contiguous,31-691
Q5XG99,217,1,217,0,1.000,contiguous,1-217
Q8NG85,37,4,95,58,0.389,intermittent,1-24;79-99;158-194;259-271
Q1HG43,102,3,144,42,0.708,intermittent,1-21;73-174;228-248
Q969X2,269,1,269,0,1.000,contiguous,65-333
Q9UKJ8,485,1,485,0,1.000,contiguous,197-681
Q7RTP0,27,5,79,52,0.342,intermittent,1-27;88-88;139-159;205-224;281-290
P40200,498,1,498,0,1.000,contiguous,22-519
O14653,1,1,1,0,1.000,contiguous,212-212
Q9NP94,36,4,61,25,0.590,intermittent,1-8;68-103;186-189;246-258
P07550,29,4,68,39,0.426,intermittent,1-29;97-103;172-197;299-304
Q6IF82,37,4,92,55,0.402,intermittent,1-23;78-98;157-193;257-267
Q8NER1,32,4,56,24,0.571,intermittent,456-472;533-535;599-630;653-656
Q9Y4C0,1541,1,1541,0,1.000,contiguous,28-1568
O76002,37,4,97,60,0.381,intermittent,1-26;81-101;160-196;261-273
A6NGY5,41,4,97,56,0.423,intermittent,1-37;97-106;171-211;271-279
P07510,218,1,218,0,1.000,contiguous,23-240
P12830,555,1,555,0,1.000,contiguous,155-709
Q9Y3Q7,511,1,511,0,1.000,contiguous,177-687
Q7Z5B4,67,1,67,0,1.000,contiguous,29-95
Q15768,199,1,199,0,1.000,contiguous,28-226
P61565,543,1,543,0,1.000,contiguous,89-631
Q9BRL7,19,2,20,1,0.950,intermittent,205-223;270-270
O95206,720,1,720,0,1.000,contiguous,30-749
Q9Y5G3,659,1,659,0,1.000,contiguous,29-687
Q9UL19,9,1,9,0,1.000,contiguous,156-164
Q9P0L9,232,4,282,50,0.823,intermittent,125-356;406-433;500-511;527-536
Q9NP59,62,6,89,27,0.697,intermittent,54-57;119-126;196-202;334-338;392-453;514-516
P46721,108,6,243,135,0.444,intermittent,41-59;112-155;225-242;334-353;406-513;572-605
Q99680,45,4,98,53,0.459,intermittent,1-45;107-115;178-208;337-349
Q01113,230,1,230,0,1.000,contiguous,41-270
Q6IF00,37,4,97,60,0.381,intermittent,1-26;81-101;160-196;261-273
P07949,607,1,607,0,1.000,contiguous,29-635
Q9BXA5,30,4,107,77,0.280,intermittent,5-31;81-103;159-185;252-281
Q9UHQ4,39,2,45,6,0.867,intermittent,1-6;65-103
Q9NQ90,104,4,260,156,0.400,intermittent,386-433;555-577;640-743;818-902
P55017,60,4,112,52,0.536,intermittent,244-255;304-338;394-453;523-527
Q8NGN6,37,4,96,59,0.385,intermittent,1-23;74-98;160-196;258-268
P36544,211,1,211,0,1.000,contiguous,23-233
P49019,31,4,93,62,0.333,intermittent,1-28;86-102;164-194;257-273
Q96MM7,578,1,578,0,1.000,contiguous,28-605
Q9BPV8,49,4,124,75,0.395,intermittent,1-49;99-117;183-211;274-300
Q96D59,10,1,10,0,1.000,contiguous,183-192
A6NHS7,260,1,260,0,1.000,contiguous,25-284
O75354,424,1,424,0,1.000,contiguous,61-484
Q8WZ92,36,4,101,65,0.356,intermittent,1-28;72-95;157-192;255-267
P09326,193,0,0,0,,no_accepted_segment,
Q9H5V8,638,1,638,0,1.000,contiguous,30-667
P50993,52,5,112,60,0.464,intermittent,107-129;307-318;790-799;864-915;968-982
Q8NFJ6,54,4,130,76,0.415,intermittent,1-54;111-136;193-223;295-313
Q8NES3,350,1,350,0,1.000,contiguous,30-379
O14511,294,1,294,0,1.000,contiguous,112-405
O43506,487,1,487,0,1.000,contiguous,207-693
Q92824,1629,1,1629,0,1.000,contiguous,115-1743
A6NNB3,36,2,61,25,0.590,intermittent,1-36;108-132
A6NM76,32,4,77,45,0.416,intermittent,1-23;81-94;164-195;260-267
Q9HCU4,2349,4,2378,29,0.988,intermittent,32-2380;2438-2438;2502-2519;2582-2591
P78552,322,1,322,0,1.000,contiguous,22-343
Q13478,308,1,308,0,1.000,contiguous,22-329
Q14442,2,1,2,0,1.000,contiguous,61-62
Q9NR61,503,1,503,0,1.000,contiguous,27-529
O75388,44,4,122,78,0.361,intermittent,1-44;101-116;179-220;281-300
P98196,31,5,81,50,0.383,intermittent,83-88;319-349;903-914;987-1000;1051-1068
Q8NGP2,37,4,100,63,0.370,intermittent,1-25;76-99;161-197;259-272
Q08357,27,7,82,55,0.329,intermittent,1-5;68-86;131-142;212-213;504-530;587-593;643-652
Q9Y5Y7,219,1,219,0,1.000,contiguous,20-238
P28906,259,1,259,0,1.000,contiguous,32-290
Q5VY43,735,1,735,0,1.000,contiguous,21-755
P28222,46,4,85,39,0.541,intermittent,1-46;112-119;185-205;338-347
Q9BSK0,23,2,32,9,0.719,intermittent,51-59;116-138
Q9UQF0,423,1,423,0,1.000,contiguous,21-443
Q8IZN3,26,2,34,8,0.765,intermittent,82-89;230-255
Q6UX98,62,3,83,21,0.747,intermittent,40-52;159-166;223-284
Q5VU97,1060,1,1060,0,1.000,contiguous,36-1095
Q8NGC8,38,4,87,49,0.437,intermittent,1-24;79-97;164-201;266-271
Q8NI17,500,1,500,0,1.000,contiguous,20-519
O43731,10,4,26,16,0.385,intermittent,1-4;53-58;111-116;169-178
P30532,232,2,249,17,0.932,intermittent,23-254;452-468
P47804,24,4,64,40,0.375,intermittent,1-15;74-91;152-175;241-247
Q14108,406,1,406,0,1.000,contiguous,28-433
Q4G0N0,73,1,73,0,1.000,contiguous,28-100
Q9BYT9,100,4,249,149,0.402,intermittent,425-469;572-592;662-761;832-914
Q9BVK8,8,3,20,12,0.400,intermittent,59-66;125-129;188-194
Q9HC10,13,1,13,0,1.000,contiguous,1985-1997
Q9P0I2,38,2,51,13,0.745,intermittent,2-14;131-168
Q8N111,3,1,3,0,1.000,contiguous,147-149
Q9Y6R1,83,6,143,60,0.580,intermittent,492-501;543-550;610-692;746-779;837-837;895-901
Q8TDN1,21,4,57,36,0.368,intermittent,241-261;315-328;391-405;426-432
P21583,189,1,189,0,1.000,contiguous,26-214
Q9H255,36,4,99,63,0.364,intermittent,1-24;75-98;160-195;258-272
Q9HC24,9,3,14,5,0.643,intermittent,60-68;119-120;173-175
Q96QE4,878,1,878,0,1.000,contiguous,28-905
Q92911,60,7,156,96,0.385,intermittent,1-14;81-84;158-163;209-243;302-335;409-411;466-525
O76099,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
P0C645,44,4,107,63,0.411,intermittent,1-33;83-101;165-208;262-272
O95665,41,4,114,73,0.360,intermittent,1-32;88-109;177-217;319-337
P07202,828,1,828,0,1.000,contiguous,19-846
O43493,360,1,360,0,1.000,contiguous,22-381
Q9Y639,311,1,311,0,1.000,contiguous,29-339
O60602,619,1,619,0,1.000,contiguous,21-639
Q96JA1,760,1,760,0,1.000,contiguous,35-794
O75074,460,1,460,0,1.000,contiguous,37-496
Q8NH16,37,4,95,58,0.389,intermittent,1-24;79-99;158-194;259-271
Q13308,674,1,674,0,1.000,contiguous,31-704
P78363,604,6,1032,428,0.585,intermittent,43-646;721-730;781-835;1398-1727;1781-1792;1853-1873
Q8NH21,37,4,87,50,0.425,intermittent,1-18;73-93;152-188;252-262
P27037,116,1,116,0,1.000,contiguous,20-135
Q9NX62,326,1,326,0,1.000,contiguous,34-359
O43511,35,6,121,86,0.289,intermittent,109-109;157-191;240-263;317-344;406-421;470-486
O00322,118,2,142,24,0.831,intermittent,36-59;113-230
A6NHA9,40,4,108,68,0.370,intermittent,1-23;68-103;163-202;258-266
Q9Y5G8,663,1,663,0,1.000,contiguous,30-692
Q9Y5G0,657,1,657,0,1.000,contiguous,31-687
Q8NGC2,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
Q9BQ31,16,4,47,31,0.340,intermittent,205-220;276-285;344-357;378-384
P57738,42,2,49,7,0.857,intermittent,2-8;62-103
Q10471,547,1,547,0,1.000,contiguous,25-571
P20023,951,1,951,0,1.000,contiguous,21-971
Q8NGR6,36,4,83,47,0.434,intermittent,1-29;88-98;166-201;270-276
Q9Y2T6,22,4,77,55,0.286,intermittent,1-21;80-94;159-180;253-271
Q8WVN6,117,1,117,0,1.000,contiguous,29-145
Q96R84,38,4,97,59,0.392,intermittent,1-25;79-99;158-195;259-271
Q8IZ08,23,4,68,45,0.338,intermittent,1-12;59-81;147-164;248-262
Q8TEY5,79,1,79,0,1.000,contiguous,317-395
Q8NH60,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;260-274
Q86VR7,749,1,749,0,1.000,contiguous,28-776
Q8N146,37,4,99,62,0.374,intermittent,1-26;77-99;161-197;259-271
Q12999,80,2,91,11,0.879,intermittent,34-44;94-173
Q9NPA1,126,1,126,0,1.000,contiguous,82-207
Q8NGF1,36,4,103,67,0.350,intermittent,1-28;79-102;164-199;262-276
Q96J42,289,1,289,0,1.000,contiguous,33-321
O00220,216,1,216,0,1.000,contiguous,24-239
P56962,5,1,5,0,1.000,contiguous,250-254
Q6GTX8,144,1,144,0,1.000,contiguous,22-165
Q6PIZ9,7,1,7,0,1.000,contiguous,1-7
P55290,554,0,0,0,,no_accepted_segment,
Q8IZF4,224,4,271,47,0.827,intermittent,22-245;305-314;378-410;478-481
Q9Y6L6,112,6,252,140,0.444,intermittent,49-67;120-168;238-255;354-373;426-537;596-629
Q9BZA7,789,1,789,0,1.000,contiguous,24-812
Q5VWC8,16,3,29,13,0.552,intermittent,41-56;134-135;179-189
P42702,789,1,789,0,1.000,contiguous,45-833
O60391,552,2,723,171,0.763,intermittent,23-574;662-832
Q9H3N8,20,4,69,49,0.290,intermittent,1-19;74-87;153-172;326-341
Q17RY6,120,0,0,0,,no_accepted_segment,
Q3SXP7,72,1,72,0,1.000,contiguous,26-97
Q9GZS9,363,1,363,0,1.000,contiguous,49-411
A8MVZ5,228,1,228,0,1.000,contiguous,27-254
O95159,23,1,23,0,1.000,contiguous,288-310
Q9NS00,334,1,334,0,1.000,contiguous,30-363
Q06432,79,2,103,24,0.767,intermittent,30-108;156-179
Q96K78,412,4,496,84,0.831,intermittent,27-438;490-528;587-623;691-698
P13591,699,1,699,0,1.000,contiguous,20-718
Q8NGX3,37,4,100,63,0.370,intermittent,1-26;77-100;162-198;259-271
Q99467,603,1,603,0,1.000,contiguous,24-626
Q86Z14,996,1,996,0,1.000,contiguous,1-996
O95013,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
Q9BQ49,36,1,36,0,1.000,contiguous,18-53
P35590,738,1,738,0,1.000,contiguous,22-759
O60909,336,1,336,0,1.000,contiguous,37-372
P29323,525,1,525,0,1.000,contiguous,19-543
Q9HB14,83,2,124,41,0.669,intermittent,42-124;218-258
Q6UVK1,2195,1,2195,0,1.000,contiguous,30-2224
Q9H2W1,48,2,65,17,0.738,intermittent,68-84;138-185
Q8NH07,44,4,107,63,0.411,intermittent,1-44;94-112;180-216;281-287
Q496J9,120,6,170,50,0.706,intermittent,176-191;248-248;302-320;459-578;631-636;691-698
P49641,770,1,770,0,1.000,contiguous,27-796
Q8NH00,57,4,128,71,0.445,intermittent,1-57;112-132;191-227;292-304
P58182,37,4,97,60,0.381,intermittent,1-23;74-97;159-195;258-270
O00155,39,4,119,80,0.328,intermittent,1-39;97-126;177-200;264-289
Q8NGS0,38,4,95,57,0.400,intermittent,1-23;78-98;157-194;258-270
Q8NGF8,37,4,92,55,0.402,intermittent,1-23;78-98;157-193;257-267
Q6GV28,43,2,59,16,0.729,intermittent,30-72;121-136
P08514,962,1,962,0,1.000,contiguous,32-993
P58170,38,4,95,57,0.400,intermittent,1-25;80-100;159-196;261-271
Q8IWK6,728,4,766,38,0.950,intermittent,34-761;818-826;898-919;1018-1024
O14836,165,1,165,0,1.000,contiguous,1-165
P24046,259,3,271,12,0.956,intermittent,22-280;335-345;479-479
Q9HBW9,413,4,458,45,0.902,intermittent,20-432;482-499;554-573;640-646
Q9BWQ6,39,3,69,30,0.565,intermittent,146-163;220-231;278-316
Q8N9F7,98,2,101,3,0.970,intermittent,1-3;217-314
P34810,298,1,298,0,1.000,contiguous,22-319
P28476,240,3,252,12,0.952,intermittent,21-260;315-325;465-465
P30939,24,4,70,46,0.343,intermittent,1-24;82-96;160-178;316-327
Q9HCN3,511,4,536,25,0.953,intermittent,35-545;590-605;651-653;712-717
Q13591,946,1,946,0,1.000,contiguous,23-968
P27701,118,2,139,21,0.849,intermittent,33-53;111-228
Q5VV43,935,1,935,0,1.000,contiguous,21-955
Q9C0I4,1524,1,1524,0,1.000,contiguous,32-1555
P59922,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
Q9UHM6,72,4,132,60,0.545,intermittent,1-72;129-144;210-238;318-332
Q8TBP5,94,1,94,0,1.000,contiguous,30-123
Q86XR5,57,1,57,0,1.000,contiguous,36-92
P04626,630,1,630,0,1.000,contiguous,23-652
Q8NGG7,51,4,118,67,0.432,intermittent,1-45;101-116;172-222;282-287
Q96HA9,62,1,62,0,1.000,contiguous,150-211
P08922,1832,1,1832,0,1.000,contiguous,28-1859
Q8NEC5,17,4,46,29,0.370,intermittent,470-478;532-540;605-615;629-645
Q6T423,115,6,142,27,0.810,intermittent,31-145;199-204;256-259;371-377;428-434;492-494
P48167,246,2,258,12,0.953,intermittent,23-268;316-327
Q15109,320,1,320,0,1.000,contiguous,23-342
Q9H1B5,829,1,829,0,1.000,contiguous,37-865
Q8NGJ2,32,4,92,60,0.348,intermittent,1-32;81-101;171-197;264-275
P08F94,3835,1,3835,0,1.000,contiguous,24-3858
Q8NGR1,43,4,117,74,0.368,intermittent,1-43;94-117;179-215;277-289
Q8NGK1,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;261-275
P51572,38,2,43,5,0.884,intermittent,2-6;65-102
Q3ZAQ7,19,1,19,0,1.000,contiguous,47-65
P30550,38,4,103,65,0.369,intermittent,1-38;97-114;175-208;286-298
Q99706,221,1,221,0,1.000,contiguous,22-242
O95297,127,1,127,0,1.000,contiguous,36-162
Q96LB0,31,4,82,51,0.378,intermittent,1-31;82-96;162-177;235-254
Q6H3X3,198,1,198,0,1.000,contiguous,26-223
P55289,555,1,555,0,1.000,contiguous,55-609
Q3MIP1,5,1,5,0,1.000,contiguous,39-43
P0C7N1,61,4,120,59,0.508,intermittent,1-28;78-97;144-204;261-271
O15120,136,2,142,6,0.958,intermittent,24-29;143-278
Q8NE00,37,6,99,62,0.374,intermittent,32-36;168-204;255-276;328-354;419-421;492-496
Q8WY07,34,7,109,75,0.312,intermittent,58-61;129-162;213-233;307-335;404-406;497-506;562-569
Q8NCG7,20,2,29,9,0.690,intermittent,39-58;124-132
Q9Y2C3,282,1,282,0,1.000,contiguous,29-310
Q96D42,275,1,275,0,1.000,contiguous,21-295
Q6ZWK6,385,1,385,0,1.000,contiguous,54-438
P20827,163,0,0,0,,no_accepted_segment,
Q9NY28,608,1,608,0,1.000,contiguous,30-637
P43146,1072,1,1072,0,1.000,contiguous,26-1097
Q96J66,36,5,68,32,0.529,intermittent,185-194;292-296;405-417;828-863;1071-1074
Q969F8,46,4,110,64,0.418,intermittent,1-46;102-120;179-202;285-305
