census_accession,census_class,span_aa,span_rule,band,tier,tier_reason,dtype,chunk_size,fold_order,span_definition,guards
Q9UNN8,surface,193,vocabulary,local,local,,int8,64,1003,v2-ruled-vocabulary-2026-08-07,
Q8NBV8,non_surface,34,vocabulary,local,local,,int8,64,1004,v2-ruled-vocabulary-2026-08-07,
O43424,surface,543,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1005,v2-ruled-vocabulary-2026-08-07,
Q8NH49,surface,37,vocabulary,local,local,,int8,64,1006,v2-ruled-vocabulary-2026-08-07,
P20916,surface,497,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1007,v2-ruled-vocabulary-2026-08-07,
Q9Y624,surface,211,vocabulary,local,local,,int8,64,1008,v2-ruled-vocabulary-2026-08-07,
Q9Y672,non_surface,90,vocabulary,local,local,,int8,64,1009,v2-ruled-vocabulary-2026-08-07,
Q9H2C5,surface,37,vocabulary,local,local,,int8,64,1010,v2-ruled-vocabulary-2026-08-07,
Q8NHL6,surface,438,vocabulary,local,local,,int8,64,1011,v2-ruled-vocabulary-2026-08-07,
Q96CC6,non_surface,223,vocabulary,local,local,,int8,64,1012,v2-ruled-vocabulary-2026-08-07,
O43291,surface,170,vocabulary,local,local,,int8,64,1013,v2-ruled-vocabulary-2026-08-07,
O43688,surface,54,vocabulary,local,local,,int8,64,1014,v2-ruled-vocabulary-2026-08-07,
Q16706,non_surface,1118,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1015,v2-ruled-vocabulary-2026-08-07,
Q96F25,non_surface,3,vocabulary,local,local,,int8,64,1016,v2-ruled-vocabulary-2026-08-07,
Q6UXZ0,surface,191,vocabulary,local,local,,int8,64,1017,v2-ruled-vocabulary-2026-08-07,
Q03405,surface,282,gpi_rule_A,local,local,,int8,64,1018,v2-ruled-vocabulary-2026-08-07,
Q86UE4,non_surface,48,vocabulary,local,local,,int8,64,1019,v2-ruled-vocabulary-2026-08-07,
Q9BY10,surface,34,vocabulary,local,local,,int8,64,1020,v2-ruled-vocabulary-2026-08-07,
Q8NGH9,surface,36,vocabulary,local,local,,int8,64,1021,v2-ruled-vocabulary-2026-08-07,
Q9Y231,non_surface,327,vocabulary,local,local,,int8,64,1022,v2-ruled-vocabulary-2026-08-07,
Q9H0R3,non_surface,55,vocabulary,local,local,,int8,64,1023,v2-ruled-vocabulary-2026-08-07,
Q8NGW6,surface,53,vocabulary,local,local,,int8,64,1024,v2-ruled-vocabulary-2026-08-07,
P13987,surface,76,gpi_rule_A,local,local,,int8,64,1025,v2-ruled-vocabulary-2026-08-07,
Q9UN73,surface,668,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1026,v2-ruled-vocabulary-2026-08-07,
Q70JA7,non_surface,854,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1027,v2-ruled-vocabulary-2026-08-07,
Q96R08,surface,36,vocabulary,local,local,,int8,64,1028,v2-ruled-vocabulary-2026-08-07,
Q99062,surface,603,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1029,v2-ruled-vocabulary-2026-08-07,
P40197,surface,507,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1030,v2-ruled-vocabulary-2026-08-07,
P55082,surface,129,vocabulary,local,local,,int8,64,1031,v2-ruled-vocabulary-2026-08-07,
Q8NH74,surface,37,vocabulary,local,local,,int8,64,1032,v2-ruled-vocabulary-2026-08-07,
Q9P2E5,non_surface,743,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1033,v2-ruled-vocabulary-2026-08-07,
Q96NT5,surface,38,vocabulary,local,local,,int8,64,1034,v2-ruled-vocabulary-2026-08-07,
Q6UW56,surface,169,vocabulary,local,local,,int8,64,1035,v2-ruled-vocabulary-2026-08-07,
Q15303,surface,626,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1036,v2-ruled-vocabulary-2026-08-07,
Q6NT55,non_surface,22,vocabulary,local,local,,int8,64,1037,v2-ruled-vocabulary-2026-08-07,
Q12879,surface,534,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1038,v2-ruled-vocabulary-2026-08-07,
Q8NH06,surface,51,vocabulary,local,local,,int8,64,1039,v2-ruled-vocabulary-2026-08-07,
P47884,surface,38,vocabulary,local,local,,int8,64,1040,v2-ruled-vocabulary-2026-08-07,
Q8NGG7,surface,51,vocabulary,local,local,,int8,64,1041,v2-ruled-vocabulary-2026-08-07,
P07307,surface,232,vocabulary,local,local,,int8,64,1042,v2-ruled-vocabulary-2026-08-07,
O43895,surface,627,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,1043,v2-ruled-vocabulary-2026-08-07,
P42701,surface,522,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1044,v2-ruled-vocabulary-2026-08-07,
Q96AJ9,non_surface,4,vocabulary,local,local,,int8,64,1045,v2-ruled-vocabulary-2026-08-07,
Q86XX4,surface,3875,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1046,v2-ruled-vocabulary-2026-08-07,
Q9NWW9,non_surface,8,vocabulary,local,local,,int8,64,1047,v2-ruled-vocabulary-2026-08-07,
Q15256,surface,206,vocabulary,local,local,,int8,64,1048,v2-ruled-vocabulary-2026-08-07,
O43193,surface,68,vocabulary,local,local,,int8,64,1049,v2-ruled-vocabulary-2026-08-07,
Q15391,surface,29,vocabulary,local,local,,int8,64,1050,v2-ruled-vocabulary-2026-08-07,
Q9NYB5,surface,112,vocabulary,local,local,,int8,64,1051,v2-ruled-vocabulary-2026-08-07,
Q9UKN1,surface,5364,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1052,v2-ruled-vocabulary-2026-08-07,
Q9HBL7,non_surface,52,vocabulary,local,local,,int8,64,1053,v2-ruled-vocabulary-2026-08-07,
Q8IXA5,non_surface,131,vocabulary,local,local,,int8,64,1054,v2-ruled-vocabulary-2026-08-07,
Q9H207,surface,37,vocabulary,local,local,,int8,64,1055,v2-ruled-vocabulary-2026-08-07,
Q9UKP6,surface,54,vocabulary,local,local,,int8,64,1056,v2-ruled-vocabulary-2026-08-07,
Q6GTX8,surface,144,vocabulary,local,local,,int8,64,1057,v2-ruled-vocabulary-2026-08-07,
Q6ZPB5,non_surface,40,vocabulary,local,local,,int8,64,1058,v2-ruled-vocabulary-2026-08-07,
Q9BTN0,surface,523,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1059,v2-ruled-vocabulary-2026-08-07,
Q9UH99,non_surface,484,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1060,v2-ruled-vocabulary-2026-08-07,
P61803,non_surface,1,vocabulary,local,local,,int8,64,1061,v2-ruled-vocabulary-2026-08-07,
P32004,surface,1101,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1062,v2-ruled-vocabulary-2026-08-07,
Q15622,surface,37,vocabulary,local,local,,int8,64,1063,v2-ruled-vocabulary-2026-08-07,
Q7Z7M1,surface,662,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1064,v2-ruled-vocabulary-2026-08-07,
O14798,surface,210,gpi_rule_A,local,local,,int8,64,1065,v2-ruled-vocabulary-2026-08-07,
Q5JQS5,surface,37,vocabulary,local,local,,int8,64,1066,v2-ruled-vocabulary-2026-08-07,
Q9NRA2,surface,47,vocabulary,local,local,,int8,64,1067,v2-ruled-vocabulary-2026-08-07,
P59533,surface,27,vocabulary,local,local,,int8,64,1068,v2-ruled-vocabulary-2026-08-07,
Q8NGL9,surface,37,vocabulary,local,local,,int8,64,1069,v2-ruled-vocabulary-2026-08-07,
P21754,surface,365,vocabulary,local,local,,int8,64,1070,v2-ruled-vocabulary-2026-08-07,
O60476,non_surface,584,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1071,v2-ruled-vocabulary-2026-08-07,
Q8NGI7,surface,37,vocabulary,local,local,,int8,64,1072,v2-ruled-vocabulary-2026-08-07,
P41597,surface,42,vocabulary,local,local,,int8,64,1073,v2-ruled-vocabulary-2026-08-07,
Q8NH80,surface,37,vocabulary,local,local,,int8,64,1074,v2-ruled-vocabulary-2026-08-07,
Q8TAD4,non_surface,20,vocabulary,local,local,,int8,64,1075,v2-ruled-vocabulary-2026-08-07,
Q8NGU2,surface,37,vocabulary,local,local,,int8,64,1076,v2-ruled-vocabulary-2026-08-07,
Q8NGJ2,surface,32,vocabulary,local,local,,int8,64,1077,v2-ruled-vocabulary-2026-08-07,
Q9NP94,surface,36,vocabulary,local,local,,int8,64,1078,v2-ruled-vocabulary-2026-08-07,
P48051,non_surface,24,vocabulary,local,local,,int8,64,1079,v2-ruled-vocabulary-2026-08-07,
Q14332,surface,224,vocabulary,local,local,,int8,64,1080,v2-ruled-vocabulary-2026-08-07,
Q6IF00,surface,37,vocabulary,local,local,,int8,64,1081,v2-ruled-vocabulary-2026-08-07,
P15907,non_surface,380,vocabulary,local,local,,int8,64,1082,v2-ruled-vocabulary-2026-08-07,
Q8WZ55,non_surface,6,vocabulary,local,local,,int8,64,1083,v2-ruled-vocabulary-2026-08-07,
O94779,surface,1053,gpi_rule_A,above_local,rental,over_local_ceiling,fp16,64,1084,v2-ruled-vocabulary-2026-08-07,
Q969M2,non_surface,39,vocabulary,local,local,,int8,64,1085,v2-ruled-vocabulary-2026-08-07,
P30559,surface,35,vocabulary,local,local,,int8,64,1086,v2-ruled-vocabulary-2026-08-07,
Q16620,surface,399,vocabulary,local,local,,int8,64,1087,v2-ruled-vocabulary-2026-08-07,
Q8NHC6,surface,43,vocabulary,local,local,,int8,64,1088,v2-ruled-vocabulary-2026-08-07,
P60507,surface,496,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1089,v2-ruled-vocabulary-2026-08-07,
Q9UBM8,non_surface,434,vocabulary,local,local,,int8,64,1090,v2-ruled-vocabulary-2026-08-07,
Q13635,surface,320,vocabulary,local,local,,int8,64,1091,v2-ruled-vocabulary-2026-08-07,
Q8TDX6,non_surface,497,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1092,v2-ruled-vocabulary-2026-08-07,
Q10588,surface,260,gpi_rule_A,local,local,,int8,64,1093,v2-ruled-vocabulary-2026-08-07,
Q8NB49,non_surface,35,vocabulary,local,local,,int8,64,1094,v2-ruled-vocabulary-2026-08-07,
P13945,surface,39,vocabulary,local,local,,int8,64,1095,v2-ruled-vocabulary-2026-08-07,
P32247,surface,41,vocabulary,local,local,,int8,64,1096,v2-ruled-vocabulary-2026-08-07,
Q9Y5H6,surface,668,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1097,v2-ruled-vocabulary-2026-08-07,
Q9H1C0,surface,30,vocabulary,local,local,,int8,64,1098,v2-ruled-vocabulary-2026-08-07,
Q8NHE4,non_surface,25,vocabulary,local,local,,int8,64,1099,v2-ruled-vocabulary-2026-08-07,
O14525,surface,900,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1100,v2-ruled-vocabulary-2026-08-07,
Q9P0S3,non_surface,2,vocabulary,local,local,,int8,64,1101,v2-ruled-vocabulary-2026-08-07,
P41145,surface,57,vocabulary,local,local,,int8,64,1102,v2-ruled-vocabulary-2026-08-07,
Q8IU68,non_surface,65,vocabulary,local,local,,int8,64,1103,v2-ruled-vocabulary-2026-08-07,
Q8N386,surface,145,vocabulary,local,local,,int8,64,1104,v2-ruled-vocabulary-2026-08-07,
Q8NBM4,surface,56,vocabulary,local,local,,int8,64,1105,v2-ruled-vocabulary-2026-08-07,
P11836,surface,47,vocabulary,local,local,,int8,64,1106,v2-ruled-vocabulary-2026-08-07,
O00445,non_surface,24,vocabulary,local,local,,int8,64,1107,v2-ruled-vocabulary-2026-08-07,
Q9H3W5,surface,606,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1108,v2-ruled-vocabulary-2026-08-07,
P13612,surface,943,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1109,v2-ruled-vocabulary-2026-08-07,
Q9UKJ0,surface,172,vocabulary,local,local,,int8,64,1110,v2-ruled-vocabulary-2026-08-07,
B2RN74,surface,44,vocabulary,local,local,,int8,64,1111,v2-ruled-vocabulary-2026-08-07,
P60852,surface,576,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1112,v2-ruled-vocabulary-2026-08-07,
Q9NS84,non_surface,452,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1113,v2-ruled-vocabulary-2026-08-07,
O43613,surface,46,vocabulary,local,local,,int8,64,1114,v2-ruled-vocabulary-2026-08-07,
Q99437,non_surface,18,vocabulary,local,local,,int8,64,1115,v2-ruled-vocabulary-2026-08-07,
Q86Y22,non_surface,484,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1116,v2-ruled-vocabulary-2026-08-07,
Q8NH50,surface,37,vocabulary,local,local,,int8,64,1117,v2-ruled-vocabulary-2026-08-07,
Q3V5L5,non_surface,747,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1118,v2-ruled-vocabulary-2026-08-07,
P21728,surface,29,vocabulary,local,local,,int8,64,1119,v2-ruled-vocabulary-2026-08-07,
A0PJX4,non_surface,77,vocabulary,local,local,,int8,64,1120,v2-ruled-vocabulary-2026-08-07,
P0C7U0,surface,391,vocabulary,local,local,,int8,64,1121,v2-ruled-vocabulary-2026-08-07,
Q6UX01,surface,27,vocabulary,local,local,,int8,64,1122,v2-ruled-vocabulary-2026-08-07,
Q96JQ0,surface,2898,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1123,v2-ruled-vocabulary-2026-08-07,
Q05940,surface,88,vocabulary,local,local,,int8,64,1124,v2-ruled-vocabulary-2026-08-07,
B8ZZ34,surface,100,vocabulary,local,local,,int8,64,1125,v2-ruled-vocabulary-2026-08-07,
Q8NC01,surface,207,vocabulary,local,local,,int8,64,1126,v2-ruled-vocabulary-2026-08-07,
P16871,surface,219,vocabulary,local,local,,int8,64,1127,v2-ruled-vocabulary-2026-08-07,
P43115,surface,53,vocabulary,local,local,,int8,64,1128,v2-ruled-vocabulary-2026-08-07,
Q9P2E7,surface,697,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1129,v2-ruled-vocabulary-2026-08-07,
Q7L5N7,non_surface,466,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1130,v2-ruled-vocabulary-2026-08-07,
Q6UWI4,non_surface,77,vocabulary,local,local,,int8,64,1131,v2-ruled-vocabulary-2026-08-07,
P56856,surface,53,vocabulary,local,local,,int8,64,1132,v2-ruled-vocabulary-2026-08-07,
Q96JW4,surface,162,vocabulary,local,local,,int8,64,1133,v2-ruled-vocabulary-2026-08-07,
Q504Y0,surface,202,vocabulary,local,local,,int8,64,1134,v2-ruled-vocabulary-2026-08-07,
O95976,surface,126,vocabulary,local,local,,int8,64,1135,v2-ruled-vocabulary-2026-08-07,
P58170,surface,38,vocabulary,local,local,,int8,64,1136,v2-ruled-vocabulary-2026-08-07,
Q8WWF5,surface,223,vocabulary,local,local,,int8,64,1137,v2-ruled-vocabulary-2026-08-07,
P08581,surface,908,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1138,v2-ruled-vocabulary-2026-08-07,
Q7L5L3,non_surface,175,vocabulary,local,local,,int8,64,1139,v2-ruled-vocabulary-2026-08-07,
P51993,non_surface,325,vocabulary,local,local,,int8,64,1140,v2-ruled-vocabulary-2026-08-07,
Q13018,surface,1377,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1141,v2-ruled-vocabulary-2026-08-07,
Q8NDV1,non_surface,277,vocabulary,local,local,,int8,64,1142,v2-ruled-vocabulary-2026-08-07,
Q6UX72,non_surface,375,vocabulary,local,local,,int8,64,1143,v2-ruled-vocabulary-2026-08-07,
Q9ULB4,surface,562,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1144,v2-ruled-vocabulary-2026-08-07,
O60469,surface,1578,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1145,v2-ruled-vocabulary-2026-08-07,
O95838,surface,173,vocabulary,local,local,,int8,64,1146,v2-ruled-vocabulary-2026-08-07,
P40259,surface,131,vocabulary,local,local,,int8,64,1147,v2-ruled-vocabulary-2026-08-07,
Q9UKL2,surface,37,vocabulary,local,local,,int8,64,1148,v2-ruled-vocabulary-2026-08-07,
Q8N3T6,surface,895,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1149,v2-ruled-vocabulary-2026-08-07,
Q9UPX6,non_surface,4,vocabulary,local,local,,int8,64,1150,v2-ruled-vocabulary-2026-08-07,
P05026,surface,241,vocabulary,local,local,,int8,64,1151,v2-ruled-vocabulary-2026-08-07,
Q9BVC6,non_surface,50,vocabulary,local,local,,int8,64,1152,v2-ruled-vocabulary-2026-08-07,
B4DJY2,non_surface,4,vocabulary,local,local,,int8,64,1153,v2-ruled-vocabulary-2026-08-07,
O43916,non_surface,388,vocabulary,local,local,,int8,64,1154,v2-ruled-vocabulary-2026-08-07,
Q8NGD5,surface,37,vocabulary,local,local,,int8,64,1155,v2-ruled-vocabulary-2026-08-07,
Q86VZ4,surface,413,vocabulary,local,local,,int8,64,1156,v2-ruled-vocabulary-2026-08-07,
Q9H6X4,non_surface,11,vocabulary,local,local,,int8,64,1157,v2-ruled-vocabulary-2026-08-07,
P13726,surface,219,vocabulary,local,local,,int8,64,1158,v2-ruled-vocabulary-2026-08-07,
Q6ISU1,surface,123,vocabulary,local,local,,int8,64,1159,v2-ruled-vocabulary-2026-08-07,
P78325,surface,639,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1160,v2-ruled-vocabulary-2026-08-07,
P56747,surface,53,vocabulary,local,local,,int8,64,1161,v2-ruled-vocabulary-2026-08-07,
Q96S06,non_surface,179,vocabulary,local,local,,int8,64,1162,v2-ruled-vocabulary-2026-08-07,
A0FGR8,non_surface,3,vocabulary,local,local,,int8,64,1163,v2-ruled-vocabulary-2026-08-07,
A8MVS5,surface,98,vocabulary,local,local,,int8,64,1164,v2-ruled-vocabulary-2026-08-07,
P29371,surface,84,vocabulary,local,local,,int8,64,1165,v2-ruled-vocabulary-2026-08-07,
P78310,surface,218,vocabulary,local,local,,int8,64,1166,v2-ruled-vocabulary-2026-08-07,
P19021,surface,833,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1167,v2-ruled-vocabulary-2026-08-07,
Q96GC9,non_surface,120,vocabulary,local,local,,int8,64,1168,v2-ruled-vocabulary-2026-08-07,
Q13478,surface,308,vocabulary,local,local,,int8,64,1169,v2-ruled-vocabulary-2026-08-07,
Q8NGP2,surface,37,vocabulary,local,local,,int8,64,1170,v2-ruled-vocabulary-2026-08-07,
P32418,surface,39,vocabulary,local,local,,int8,64,1171,v2-ruled-vocabulary-2026-08-07,
Q07837,surface,577,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1172,v2-ruled-vocabulary-2026-08-07,
Q86UF1,surface,118,vocabulary,local,local,,int8,64,1173,v2-ruled-vocabulary-2026-08-07,
Q9UHP7,surface,132,vocabulary,local,local,,int8,64,1174,v2-ruled-vocabulary-2026-08-07,
O60449,surface,1639,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1175,v2-ruled-vocabulary-2026-08-07,
Q8NGX0,surface,37,vocabulary,local,local,,int8,64,1176,v2-ruled-vocabulary-2026-08-07,
P19526,non_surface,340,vocabulary,local,local,,int8,64,1177,v2-ruled-vocabulary-2026-08-07,
Q9H1C3,non_surface,325,vocabulary,local,local,,int8,64,1178,v2-ruled-vocabulary-2026-08-07,
Q9UHI7,surface,35,vocabulary,local,local,,int8,64,1179,v2-ruled-vocabulary-2026-08-07,
Q9Y4C5,non_surface,455,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1180,v2-ruled-vocabulary-2026-08-07,
Q6RW13,non_surface,23,vocabulary,local,local,,int8,64,1181,v2-ruled-vocabulary-2026-08-07,
P00533,surface,621,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1182,v2-ruled-vocabulary-2026-08-07,
Q06136,non_surface,2,vocabulary,local,local,,int8,64,1183,v2-ruled-vocabulary-2026-08-07,
Q8NGY9,surface,37,vocabulary,local,local,,int8,64,1184,v2-ruled-vocabulary-2026-08-07,
O43653,surface,71,gpi_rule_A,local,local,,int8,64,1185,v2-ruled-vocabulary-2026-08-07,
P12319,surface,180,vocabulary,local,local,,int8,64,1186,v2-ruled-vocabulary-2026-08-07,
P34998,surface,90,vocabulary,local,local,,int8,64,1187,v2-ruled-vocabulary-2026-08-07,
P11279,surface,354,vocabulary,local,local,,int8,64,1188,v2-ruled-vocabulary-2026-08-07,
O15155,non_surface,3,vocabulary,local,local,,int8,64,1189,v2-ruled-vocabulary-2026-08-07,
Q9Y5F7,surface,663,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1190,v2-ruled-vocabulary-2026-08-07,
P28472,surface,221,vocabulary,local,local,,int8,64,1191,v2-ruled-vocabulary-2026-08-07,
Q5T292,non_surface,19,vocabulary,local,local,,int8,64,1192,v2-ruled-vocabulary-2026-08-07,
O75841,surface,122,vocabulary,local,local,,int8,64,1193,v2-ruled-vocabulary-2026-08-07,
Q5QGT7,non_surface,6,vocabulary,local,local,,int8,64,1194,v2-ruled-vocabulary-2026-08-07,
Q9Y5G9,surface,664,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1195,v2-ruled-vocabulary-2026-08-07,
P31785,surface,240,vocabulary,local,local,,int8,64,1196,v2-ruled-vocabulary-2026-08-07,
Q13286,surface,69,vocabulary,local,local,,int8,64,1197,v2-ruled-vocabulary-2026-08-07,
P43220,surface,116,vocabulary,local,local,,int8,64,1198,v2-ruled-vocabulary-2026-08-07,
Q9P2S2,surface,1608,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1199,v2-ruled-vocabulary-2026-08-07,
Q9Y2T5,surface,44,vocabulary,local,local,,int8,64,1200,v2-ruled-vocabulary-2026-08-07,
Q8NH07,surface,44,vocabulary,local,local,,int8,64,1201,v2-ruled-vocabulary-2026-08-07,
Q6ZMB0,non_surface,353,vocabulary,local,local,,int8,64,1202,v2-ruled-vocabulary-2026-08-07,
O14523,non_surface,9,vocabulary,local,local,,int8,64,1203,v2-ruled-vocabulary-2026-08-07,
Q6IEE7,surface,868,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1204,v2-ruled-vocabulary-2026-08-07,
P09848,surface,1863,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1205,v2-ruled-vocabulary-2026-08-07,
O15031,surface,1178,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1206,v2-ruled-vocabulary-2026-08-07,
P13164,non_surface,18,vocabulary,local,local,,int8,64,1207,v2-ruled-vocabulary-2026-08-07,
P47898,surface,36,vocabulary,local,local,,int8,64,1208,v2-ruled-vocabulary-2026-08-07,
Q15399,surface,556,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1209,v2-ruled-vocabulary-2026-08-07,
Q8IV01,non_surface,18,vocabulary,local,local,,int8,64,1210,v2-ruled-vocabulary-2026-08-07,
Q6NUT2,non_surface,66,vocabulary,local,local,,int8,64,1211,v2-ruled-vocabulary-2026-08-07,
Q8N138,non_surface,4,vocabulary,local,local,,int8,64,1212,v2-ruled-vocabulary-2026-08-07,
A6NCV1,surface,33,vocabulary,local,local,,int8,64,1213,v2-ruled-vocabulary-2026-08-07,
P43489,surface,186,vocabulary,local,local,,int8,64,1214,v2-ruled-vocabulary-2026-08-07,
A6NC51,surface,23,vocabulary,local,local,,int8,64,1215,v2-ruled-vocabulary-2026-08-07,
Q6ZVE7,non_surface,11,vocabulary,local,local,,int8,64,1216,v2-ruled-vocabulary-2026-08-07,
Q8TDW7,surface,4122,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1217,v2-ruled-vocabulary-2026-08-07,
Q9H598,surface,51,vocabulary,local,local,,int8,64,1218,v2-ruled-vocabulary-2026-08-07,
Q14773,surface,210,vocabulary,local,local,,int8,64,1219,v2-ruled-vocabulary-2026-08-07,
P01911,surface,198,vocabulary,local,local,,int8,64,1220,v2-ruled-vocabulary-2026-08-07,
Q96KJ4,surface,603,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1221,v2-ruled-vocabulary-2026-08-07,
