gene_symbol,uniprot,accession_count,main_location,additional_location,if_reliability
STK17B,O94768,1,"Plasma membrane, Cytosol",,Uncertain
STK19,P49842,1,Nuclear speckles,,Approved
STK24,Q9Y6E0,1,"Nucleoli, Cytosol",,Supported
STK25,O00506,1,,,
STK26,Q9P289,1,Nucleoplasm,"Golgi apparatus, Centrosome, Cytosol",Uncertain
STK3,Q13188,1,"Intermediate filaments, Rods & Rings",,Approved
STK31,Q9BXU1,1,,,
STK32A,Q8WU08,1,Centrosome,,Approved
STK32B,Q9NY57,1,"Nucleoplasm, Nuclear bodies",Cytosol,Approved
STK32C,Q86UX6,1,,,
STK33,Q9BYT3,1,Nucleoplasm,"Nucleoli, Cytosol",Approved
STK35,Q8TDR2,1,"Nucleoplasm, Nuclear bodies",,Supported
STK36,Q9NRP7,1,Cytosol,,Supported
STK38,Q15208,1,Cytosol,,Supported
STK38L,Q9Y2H1,1,Cytosol,,Supported
STK39,Q9UEW8,1,Nucleoplasm,"Vesicles, Cytosol",Supported
STK4,Q13043,1,Nuclear bodies,"Nucleoplasm, Cytosol",Supported
STK40,Q8N2I9,1,Cytosol,Nucleoplasm,Supported
STKLD1,Q8NE28,1,,,
STMN1,P16949,1,Cytosol,,Approved
STMN2,Q93045,1,Vesicles,Endoplasmic reticulum,Approved
STMN3,Q9NZ72,1,Golgi apparatus,Cytosol,Supported
STMN4,Q9H169,1,Golgi apparatus,Vesicles,Uncertain
STMND1,H3BQB6,1,Actin filaments,,Approved
STMP1,E0CX11,1,Mitochondria,,Approved
STN1,Q9H668,1,Nucleoplasm,,Supported
STOM,P27105,1,Plasma membrane,"Vesicles, Cytosol",Enhanced
STOML1,Q9UBI4,1,Cytosol,,Approved
STOML2,Q9UJZ1,1,"Plasma membrane, Cytosol",,Supported
STOML3,Q8TAV4,1,Plasma membrane,,Supported
STON1,Q9Y6Q2,1,,,
STON1-GTF2A1L,,0,Nucleoplasm,Cytosol,Approved
STON2,Q8WXE9,1,"Nucleoli, Cytosol",,Approved
STOX1,Q6ZVD7,1,Nucleoplasm,"Nucleoli fibrillar center, Cytosol",Supported
STOX2,Q9P2F5,1,"Nucleoplasm, Cytosol",Actin filaments,Approved
STPG1,Q5TH74,1,Nucleoplasm,,Approved
STPG2,Q8N412,1,Nucleoplasm,Nucleoli,Approved
STPG3,Q8N7X2,1,Vesicles,,Uncertain
STPG4,Q8N801,1,Nucleoplasm,Cytosol,Approved
STRA6,Q9BX79,1,,,
STRA8,Q7Z7C7,1,Cytosol,,Approved
STRADA,Q7RTN6,1,"Nucleoplasm, Cytosol",,Supported
STRADB,Q9C0K7,1,Cytosol,Aggresome,Uncertain
STRAP,Q9Y3F4,1,Cytosol,,Enhanced
STRBP,Q96SI9,1,,,
STRC,Q7RTU9,1,,,
STRIP1,Q5VSL9,1,Cytosol,,Supported
STRIP2,Q9ULQ0,1,Cytosol,,Approved
STRIT1,P0DN84,1,,,
STRN,O43815,1,Cytosol,Nucleoplasm,Approved
STRN3,Q13033,1,Cytosol,"Nucleoplasm, Actin filaments",Supported
STRN4,Q9NRL3,1,Cytosol,,Approved
STS,P08842,1,,,
STT3A,P46977,1,,,
STT3B,Q8TCJ2,1,Endoplasmic reticulum,,Supported
STUB1,Q9UNE7,1,"Nucleoplasm, Cytosol",,Supported
STUM,Q69YW2,1,Cytosol,,Approved
STX10,O60499,1,"Golgi apparatus, Vesicles",,Supported
STX11,O75558,1,,,
STX12,Q86Y82,1,"Nucleoplasm, Golgi apparatus, Vesicles",,Enhanced
STX16,O14662,1,Vesicles,,Enhanced
STX17,P56962,1,"Nucleoli, Cytosol",,Uncertain
STX18,Q9P2W9,1,"Endoplasmic reticulum, Plasma membrane",,Supported
STX19,Q8N4C7,1,Intermediate filaments,Cytosol,Approved
STX1A,Q16623,1,Vesicles,Nuclear membrane,Approved
STX1B,P61266,1,Vesicles,Nuclear membrane,Approved
STX2,P32856,1,Vesicles,Nuclear membrane,Approved
STX3,Q13277,1,Vesicles,Nuclear membrane,Approved
STX4,Q12846,1,Plasma membrane,,Enhanced
STX5,Q13190,1,Golgi apparatus,Nucleoplasm,Supported
STX6,O43752,1,Golgi apparatus,Nucleoplasm,Enhanced
STX7,O15400,1,Lysosomes,,Supported
STX8,Q9UNK0,1,Vesicles,Cytosol,Approved
STXBP1,P61764,1,"Nucleoplasm, Cytosol",,Approved
STXBP2,Q15833,1,Cytosol,,Enhanced
STXBP3,O00186,1,Nucleoplasm,Cytosol,Approved
STXBP4,Q6ZWJ1,1,Plasma membrane,Cytosol,Approved
STXBP5,Q5T5C0,1,Cytosol,,Enhanced
STXBP5L,Q9Y2K9,1,,,
STXBP6,Q8NFX7,1,,,
STYK1,Q6J9G0,1,Plasma membrane,Nucleoplasm,Approved
STYX,Q8WUJ0,1,Nucleoplasm,,Approved
STYXL1,Q9Y6J8,1,,,
STYXL2,Q5VZP5,1,Nucleoplasm,,Approved
SUB1,P53999,1,"Nucleoplasm, Nucleoli",,Supported
SUCLA2,Q9P2R7,1,Mitochondria,,Enhanced
SUCLG1,P53597,1,Mitochondria,"Plasma membrane, Cytosol",Approved
SUCLG2,Q96I99,1,Mitochondria,Plasma membrane,Approved
SUCNR1,Q9BXA5,1,,,
SUCO,Q9UBS9,1,"Nucleoli fibrillar center, Cytosol",,Approved
SUDS3,Q9H7L9,1,"Nuclear bodies, Cytosol",,Supported
SUFU,Q9UMX1,1,Nucleoplasm,,Supported
SUGCT,Q9HAC7,1,,,
SUGP1,Q8IWZ8,1,Nucleoplasm,,Enhanced
SUGP2,Q8IX01,1,Nucleoplasm,Nuclear bodies,Enhanced
SUGT1,Q9Y2Z0,1,"Nucleoplasm, Cytosol",Plasma membrane,Approved
SULF1,Q8IWU6,1,,,
SULF2,Q8IWU5,1,,,
SULT1A1,P50225,1,,,
SULT1A2,P50226,1,,,
SULT1A3,P0DMM9,1,,,
SULT1A4,P0DMN0,1,,,
SULT1B1,O43704,1,Golgi apparatus,Nucleoplasm,Approved
SULT1C2,O00338,1,,,
SULT1C3,Q6IMI6,1,Cytosol,,Approved
SULT1C4,O75897,1,Cytosol,,Approved
SULT1E1,P49888,1,"Nuclear membrane, Cytosol",,Uncertain
SULT2A1,Q06520,1,Cytosol,,Supported
SULT2B1,O00204,1,Vesicles,Cytosol,Enhanced
SULT4A1,Q9BR01,1,,,
SULT6B1,Q6IMI4,1,,,
SUMF1,Q8NBK3,1,,,
SUMF2,Q8NBJ7,1,"Vesicles, Plasma membrane",,Uncertain
SUMO1,P63165,1,"Nucleoplasm, Nuclear membrane","Nucleoli, Nuclear bodies",Supported
SUMO2,P61956,1,"Nucleoplasm, Nuclear bodies",,Approved
SUMO3,P55854,1,"Nucleoplasm, Nuclear bodies",,Enhanced
SUMO4,Q6EEV6,1,"Nucleoplasm, Nuclear bodies",,Approved
SUN1,O94901,1,Nuclear membrane,,Enhanced
SUN2,Q9UH99,1,Nuclear membrane,,Supported
SUN3,Q8TAQ9,1,Golgi apparatus,,Approved
SUN5,Q8TC36,1,,,
SUOX,P51687,1,,,
SUPT16H,Q9Y5B9,1,Nucleoplasm,Nucleoli fibrillar center,Supported
SUPT20H,Q8NEM7,1,Nucleoli fibrillar center,,Approved
SUPT20HL1,,0,,,
SUPT20HL2,P0C7V6,1,,,
SUPT3H,O75486,1,Nucleoplasm,,Supported
SUPT4H1,P63272,1,Nucleoplasm,,Approved
SUPT5H,O00267,1,Nucleoplasm,,Enhanced
SUPT6H,Q7KZ85,1,"Nucleoplasm, Cytosol",Plasma membrane,Approved
SUPT7L,O94864,1,Nucleoplasm,,Supported
SUPV3L1,Q8IYB8,1,Mitochondria,,Supported
SURF1,Q15526,1,,,
SURF2,Q15527,1,"Nucleoli, Nucleoli rim",Nucleoplasm,Enhanced
SURF4,O15260,1,"Nuclear membrane, Endoplasmic reticulum, Golgi apparatus",Cytosol,Supported
SURF6,O75683,1,"Nucleoli, Nucleoli rim","Nucleoplasm, Mitotic chromosome",Enhanced
SUSD1,Q6UWL2,1,Nucleoplasm,,Approved
SUSD2,Q9UGT4,1,Plasma membrane,,Approved
SUSD3,Q96L08,1,,,
SUSD4,Q5VX71,1,Vesicles,,Approved
SUSD5,O60279,1,"Golgi apparatus, Vesicles",,Uncertain
SUSD6,Q92537,1,Nucleoplasm,Intermediate filaments,Approved
SUV39H1,O43463,1,,,
SUV39H2,Q9H5I1,1,Mitochondria,,Uncertain
SUZ12,Q15022,1,"Nucleoplasm, Nucleoli, Nucleoli rim, Nuclear bodies",,Supported
SV2A,Q7L0J3,1,Cytosol,,Approved
SV2B,Q7L1I2,1,,,
SV2C,Q496J9,1,"Nucleoplasm, Vesicles",,Supported
SVBP,Q8N300,1,"Nucleoplasm, Nuclear bodies, Cytosol",,Approved
SVEP1,Q4LDE5,1,,,
SVIL,O95425,1,Plasma membrane,"Actin filaments, Cytosol",Supported
SVIP,Q8NHG7,1,,,
SVOP,Q8N4V2,1,,,
SVOPL,Q8N434,1,,,
SWAP70,Q9UH65,1,Plasma membrane,Actin filaments,Supported
SWI5,,0,"Nucleoplasm, Cytosol",,Supported
SWSAP1,Q6NVH7,1,Nucleoplasm,Cytosol,Approved
SWT1,Q5T5J6,1,Cytosol,,Approved
SYAP1,Q96A49,1,Golgi apparatus,"Nucleoplasm, Cytosol",Enhanced
SYBU,Q9NX95,1,Vesicles,,Supported
SYCE1,Q8N0S2,1,Nucleoplasm,"Vesicles, Cytosol",Approved
SYCE1L,A8MT33,1,Intermediate filaments,,Enhanced
SYCE2,Q6PIF2,1,Nucleoplasm,,Supported
SYCE3,A1L190,1,"Nucleoplasm, Nucleoli, Golgi apparatus",,Approved
SYCN,Q0VAF6,1,,,
SYCP1,Q15431,1,"Nuclear bodies, Cytosol",,Approved
SYCP2,Q9BX26,1,Nucleoplasm,"Plasma membrane, Cytosol",Supported
SYCP2L,Q5T4T6,1,Nucleoplasm,,Supported
SYCP3,Q8IZU3,1,,,
SYDE1,Q6ZW31,1,Nucleoplasm,"Golgi apparatus, Cytosol",Approved
SYDE2,Q5VT97,1,"Nucleoli, Nucleoli rim, Golgi apparatus",,Approved
SYF2,O95926,1,Nuclear speckles,,Supported
SYK,P43405,1,"Plasma membrane, Cytosol",Vesicles,Approved
SYMPK,Q92797,1,Nucleoplasm,"Plasma membrane, Cytosol",Supported
SYN1,P17600,1,,,
SYN2,Q92777,1,Nucleoplasm,,Approved
SYN3,O14994,1,,,
SYNC,Q9H7C4,1,Plasma membrane,"Golgi apparatus, Vesicles",Approved
SYNCRIP,O60506,1,Nucleoplasm,Cytosol,Approved
SYNDIG1,Q9H7V2,1,Vesicles,,Enhanced
SYNDIG1L,A6NDD5,1,,,
SYNE1,Q8NF91,1,"Nucleoplasm, Nuclear membrane",,Supported
SYNE2,Q8WXH0,1,"Nuclear membrane, Intermediate filaments",,Approved
SYNE3,Q6ZMZ3,1,Nuclear membrane,,Supported
SYNE4,Q8N205,1,,,
SYNGAP1,Q96PV0,1,Nucleoplasm,,Approved
SYNGR1,O43759,1,Cytosol,,Supported
SYNGR2,O43760,1,Golgi apparatus,,Approved
SYNGR3,O43761,1,Plasma membrane,,Approved
SYNGR4,O95473,1,Golgi apparatus,,Approved
SYNJ1,O43426,1,"Nucleoplasm, Cytosol",Centrosome,Approved
SYNJ2,O15056,1,Microtubules,Cytosol,Approved
SYNJ2BP,P57105,1,Mitochondria,,Approved
SYNJ2BP-COX16,,0,Mitochondria,,Approved
SYNM,O15061,1,Intermediate filaments,,Supported
SYNPO,Q8N3V7,1,"Plasma membrane, Cytosol",Actin filaments,Supported
SYNPO2,Q9UMS6,1,"Vesicles, Actin filaments",,Enhanced
SYNPO2L,Q9H987,1,,,
SYNPR,Q8TBG9,1,Vesicles,"Nucleoplasm, Cytosol",Approved
SYNRG,Q9UMZ2,1,Cytosol,,Approved
SYP,P08247,1,,,
SYPL1,Q16563,1,,,
SYPL2,Q5VXT5,1,Cytosol,Plasma membrane,Approved
SYS1,Q8N2H4,1,,,
SYT1,P21579,1,,,
SYT10,Q6XYQ8,1,"Nucleoplasm, Vesicles",,Approved
SYT11,Q9BT88,1,,,
SYT12,Q8IV01,1,,,
SYT13,Q7L8C5,1,Vesicles,,Supported
SYT14,Q8NB59,1,Vesicles,,Supported
SYT15,Q9BQS2,1,Golgi apparatus,,Approved
SYT16,Q17RD7,1,Cytosol,,Approved
SYT17,Q9BSW7,1,"Nucleoplasm, Cytosol",,Approved
SYT2,Q8N9I0,1,,,
SYT3,Q9BQG1,1,,,
SYT4,Q9H2B2,1,"Vesicles, Plasma membrane",,Approved
SYT5,O00445,1,,,
SYT6,Q5T7P8,1,Vesicles,,Approved
SYT7,O43581,1,,,
SYT8,Q8NBV8,1,"Nucleoli fibrillar center, Endoplasmic reticulum",,Approved
SYT9,Q86SS6,1,,,
SYTL1,Q8IYJ3,1,,,
SYTL2,Q9HCH5,1,"Nucleoplasm, Golgi apparatus",Plasma membrane,Approved
SYTL3,Q4VX76,1,"Nucleoli fibrillar center, Vesicles",,Approved
SYTL4,Q96C24,1,Vesicles,,Approved
SYTL5,Q8TDW5,1,Nucleoplasm,"Microtubules, Cytosol",Approved
SYVN1,Q86TM6,1,Nucleoplasm,"Endoplasmic reticulum, Plasma membrane",Supported
SZRD1,Q7Z422,1,"Nucleoplasm, Cytosol",,Approved
SZT2,Q5T011,1,"Nucleoplasm, Vesicles, Actin filaments",,Approved
TAAR1,Q96RJ0,1,,,
TAAR2,Q9P1P5,1,,,
TAAR5,O14804,1,,,
TAAR6,Q96RI8,1,,,
TAAR8,Q969N4,1,,,
TAAR9,Q96RI9,1,,,
TAB1,Q15750,1,Nuclear speckles,Cytosol,Enhanced
TAB2,Q9NYJ8,1,,,
TAB3,Q8N5C8,1,"Nuclear speckles, Cytosol",,Approved
TAC1,P20366,1,,,
TAC3,Q9UHF0,1,Vesicles,,Approved
TAC4,Q86UU9,1,,,
TACC1,O75410,1,Cytosol,,Approved
TACC2,O95359,1,"Nucleoplasm, Cytosol",Plasma membrane,Supported
TACC3,Q9Y6A5,1,"Mitotic spindle, Centriolar satellite, Cytosol",Vesicles,Enhanced
TACO1,Q9BSH4,1,Mitochondria,,Enhanced
TACR1,P25103,1,,,
TACR2,P21452,1,Plasma membrane,,Approved
TACR3,P29371,1,,,
TACSTD2,P09758,1,Plasma membrane,"Nucleoli, Vesicles",Supported
TADA1,Q96BN2,1,Nucleoplasm,"Focal adhesion sites, Cytosol",Supported
TADA2A,,0,Nuclear speckles,,Approved
TADA2B,Q86TJ2,1,Nuclear speckles,,Approved
TADA3,O75528,1,Nucleoplasm,,Supported
TAF1,P21675,1,Nucleoplasm,,Supported
TAF10,Q12962,1,Nucleoplasm,,Supported
TAF11,Q15544,1,Nucleoplasm,Golgi apparatus,Supported
TAF11L10,,0,,,
TAF11L11,,0,,,
TAF11L12,,0,,,
TAF11L13,,0,,,
TAF11L14,,0,,,
TAF11L2,A6NLC8,1,,,
TAF11L3,,0,,,
TAF11L4,,0,,,
TAF11L5,,0,,,
TAF11L6,,0,,,
TAF11L7,,0,,,
TAF11L8,,0,,,
TAF11L9,,0,,,
TAF12,Q16514,1,,,
TAF13,Q15543,1,Nucleoplasm,Nucleoli,Enhanced
TAF15,Q92804,1,Nucleoplasm,,Enhanced
TAF1A,Q15573,1,Nucleoplasm,,Supported
TAF1B,Q53T94,1,Nucleoli,Nucleoplasm,Supported
TAF1C,Q15572,1,"Nucleoplasm, Nucleoli fibrillar center",,Supported
TAF1D,Q9H5J8,1,Nucleoplasm,"Nucleoli, Mitotic spindle, Centriolar satellite",Supported
TAF1L,Q8IZX4,1,,,
TAF2,Q6P1X5,1,,,
TAF3,Q5VWG9,1,"Nucleoplasm, Nuclear membrane",,Supported
TAF4,O00268,1,Nucleoplasm,,Enhanced
TAF4B,Q92750,1,Nucleoplasm,Nucleoli fibrillar center,Supported
TAF5,Q15542,1,Nucleoplasm,,Supported
TAF5L,O75529,1,Nuclear speckles,Cytoplasmic bodies,Supported
TAF6,P49848,1,Nucleoplasm,Cytosol,Supported
TAF6L,Q9Y6J9,1,Nucleoplasm,,Supported
TAF7,Q15545,1,Nucleoplasm,Golgi apparatus,Approved
TAF7L,Q5H9L4,1,Nucleoplasm,Cytosol,Approved
TAF8,Q7Z7C8,1,Nucleoplasm,,Enhanced
TAF9,Q16594,1,Nucleoplasm,,Enhanced
TAF9B,Q9HBM6,1,Nucleoplasm,,Approved
TAFA1,Q7Z5A9,1,,,
TAFA2,Q8N3H0,1,,,
TAFA3,Q7Z5A8,1,,,
TAFA4,Q96LR4,1,,,
TAFA5,Q7Z5A7,1,,,
TAGAP,Q8N103,1,Cytosol,,Approved
TAGLN,Q01995,1,"Mitochondria, Cytosol","Nucleoplasm, Microtubules",Approved
TAGLN2,P37802,1,Cytosol,Actin filaments,Approved
TAGLN3,Q9UI15,1,,,
TAL1,P17542,1,Nucleoplasm,,Enhanced
TAL2,Q16559,1,Cytosol,,Approved
TALDO1,P37837,1,Cytosol,,Approved
TAMALIN,Q7Z6J2,1,Vesicles,Nuclear bodies,Approved
TAMM41,Q96BW9,1,Cytosol,,Approved
TANC1,Q9C0D5,1,,,
TANC2,Q9HCD6,1,Cytosol,,Approved
TANGO2,Q6ICL3,1,,,
TANGO6,Q9C0B7,1,Golgi apparatus,Cytosol,Approved
TANK,Q92844,1,Cytosol,Nucleoli,Supported
TAOK1,Q7L7X3,1,Vesicles,,Uncertain
TAOK2,Q9UL54,1,"Nucleoplasm, Cytosol",Nucleoli,Approved
TAOK3,Q9H2K8,1,Mitochondria,,Uncertain
TAP1,Q03518,1,"Endoplasmic reticulum, Centriolar satellite",,Approved
TAP2,Q03519,1,Endoplasmic reticulum,Nuclear speckles,Supported
TAPBP,O15533,1,,,
TAPBPL,Q9BX59,1,,,
TAPT1,Q6NXT6,1,Centrosome,"Nucleoplasm, Cytosol",Supported
TARBP1,Q13395,1,Nuclear speckles,,Approved
TARBP2,Q15633,1,Nucleoplasm,Nuclear bodies,Supported
TARDBP,Q13148,1,Nucleoplasm,,Enhanced
TARM1,B6A8C7,1,,,
TARS1,P26639,1,Cytosol,Actin filaments,Approved
TARS2,Q9BW92,1,"Nucleoplasm, Cytosol",,Approved
TARS3,A2RTX5,1,Cytosol,,Approved
TAS1R1,Q7RTX1,1,,,
TAS1R2,Q8TE23,1,,,
TAS1R3,Q7RTX0,1,,,
TAS2R1,Q9NYW7,1,,,
TAS2R10,Q9NYW0,1,"Vesicles, Plasma membrane",Actin filaments,Approved
TAS2R13,Q9NYV9,1,,,
TAS2R14,Q9NYV8,1,,,
TAS2R16,Q9NYV7,1,,,
TAS2R19,P59542,1,,,
TAS2R20,P59543,1,,,
TAS2R3,Q9NYW6,1,,,
TAS2R30,P59541,1,,,
TAS2R31,P59538,1,,,
TAS2R38,P59533,1,,,
TAS2R39,P59534,1,,,
TAS2R4,Q9NYW5,1,,,
TAS2R40,P59535,1,,,
TAS2R41,P59536,1,,,
TAS2R42,Q7RTR8,1,,,
TAS2R43,P59537,1,,,
TAS2R46,P59540,1,,,
TAS2R5,Q9NYW4,1,"Nucleoplasm, Nucleoli",Cytoplasmic bodies,Approved
TAS2R50,P59544,1,,,
TAS2R60,P59551,1,,,
TAS2R7,Q9NYW3,1,,,
TAS2R8,Q9NYW2,1,,,
TAS2R9,Q9NYW1,1,,,
TASL,Q9HAI6,1,Nucleoplasm,Vesicles,Supported
TASOR,Q9UK61,1,Nucleoplasm,,Enhanced
TASOR2,Q5VWN6,1,Nucleoplasm,Cytosol,Enhanced
TASP1,Q9H6P5,1,Plasma membrane,,Approved
TAT,P17735,1,,,
TATDN1,Q6P1N9,1,Nucleoplasm,,Supported
TATDN2,Q93075,1,Nuclear speckles,,Approved
TATDN3,Q17R31,1,Nucleoplasm,"Golgi apparatus, Focal adhesion sites",Approved
TAX1BP1,Q86VP1,1,Cytosol,Nucleoplasm,Approved
TAX1BP3,O14907,1,Nucleoli fibrillar center,"Vesicles, Actin filaments",Supported
TAZ,Q16635,1,Plasma membrane,,Approved
TBATA,Q96M53,1,,,
TBC1D1,Q86TI0,1,Nucleoli,,Supported
TBC1D10A,Q9BXI6,1,Plasma membrane,,Enhanced
TBC1D10B,Q4KMP7,1,,,
TBC1D10C,Q8IV04,1,Nuclear bodies,,Approved
TBC1D12,O60347,1,"Nucleoplasm, Nuclear speckles",,Approved
TBC1D13,Q9NVG8,1,Nucleoli,,Approved
TBC1D14,Q9P2M4,1,"Golgi apparatus, Vesicles",Nucleoplasm,Supported
TBC1D15,Q8TC07,1,"Mitochondria, Cytosol",,Supported
TBC1D16,Q8TBP0,1,Intermediate filaments,,Approved
TBC1D17,Q9HA65,1,,,
TBC1D19,Q8N5T2,1,"Nucleoplasm, Nuclear membrane",,Approved
TBC1D2,Q9BYX2,1,"Nucleoplasm, Plasma membrane, Cytosol",,Approved
TBC1D20,Q96BZ9,1,,,
TBC1D21,Q8IYX1,1,,,
TBC1D22A,Q8WUA7,1,Golgi apparatus,"Nucleoplasm, Vesicles",Approved
TBC1D22B,Q9NU19,1,"Nucleoplasm, Cytosol",,Uncertain
TBC1D23,Q9NUY8,1,Golgi apparatus,,Enhanced
TBC1D24,Q9ULP9,1,"Plasma membrane, Cell Junctions",,Supported
TBC1D25,Q3MII6,1,,,
TBC1D26,Q86UD7,1,Vesicles,Nucleoplasm,Approved
TBC1D28,Q2M2D7,1,Vesicles,Nucleoplasm,Approved
TBC1D2B,Q9UPU7,1,Cytosol,,Enhanced
TBC1D3,Q8IZP1,1,Vesicles,,Uncertain
TBC1D30,Q9Y2I9,1,Plasma membrane,Cytosol,Supported
TBC1D31,Q96DN5,1,Centrosome,,Approved
TBC1D32,Q96NH3,1,Mitochondria,,Approved
TBC1D3B,A6NDS4,1,Vesicles,,Uncertain
TBC1D3C,Q6IPX1,1,Vesicles,,Uncertain
TBC1D3D,A0A087WVF3,1,Vesicles,,Uncertain
TBC1D3E,A0A087X179,1,Vesicles,,Uncertain
TBC1D3F,,0,Vesicles,,Uncertain
TBC1D3G,Q6DHY5,1,Vesicles,,Approved
TBC1D3H,P0C7X1,1,Vesicles,,Approved
TBC1D3I,A0A087WXS9,1,Vesicles,,Uncertain
TBC1D3K,A0A087X1G2,1,Vesicles,,Uncertain
TBC1D3L,B9A6J9,1,Vesicles,,Uncertain
TBC1D4,O60343,1,Cytosol,,Enhanced
TBC1D5,Q92609,1,Vesicles,Golgi apparatus,Supported
TBC1D7,Q9P0N9,1,,,
TBC1D8,O95759,1,"Nucleoplasm, Nuclear speckles",,Approved
TBC1D8B,Q0IIM8,1,Cytosol,,Approved
TBC1D9,Q6ZT07,1,Cytosol,,Approved
TBC1D9B,Q66K14,1,Plasma membrane,"Nucleoplasm, Nucleoli fibrillar center",Approved
TBCA,O75347,1,Microtubules,Nucleoli,Supported
TBCB,Q99426,1,Cytosol,,Supported
TBCC,Q15814,1,Cytosol,,Supported
TBCCD1,Q9NVR7,1,,,
TBCD,Q9BTW9,1,,,
TBCE,Q15813,1,,,
TBCE,Q15813,1,,,
TBCEL,Q5QJ74,1,Cytosol,,Uncertain
TBCEL-TECTA,,0,Cytosol,,Uncertain
TBCK,Q8TEA7,1,"Nucleoplasm, Nucleoli fibrillar center",,Approved
TBK1,Q9UHD2,1,Nucleoplasm,Vesicles,Enhanced
TBKBP1,A7MCY6,1,Nucleoplasm,,Approved
TBL1X,O60907,1,Nucleoplasm,Nucleoli,Approved
TBL1XR1,Q9BZK7,1,Nucleoplasm,,Approved
TBL1Y,Q9BQ87,1,Nucleoplasm,,Supported
TBL2,Q9Y4P3,1,Cytosol,,Supported
TBL3,Q12788,1,Nucleoli,,Enhanced
TBP,P20226,1,Nucleoplasm,,Supported
TBPL1,P62380,1,Nucleoplasm,Nucleoli,Supported
TBPL2,Q6SJ96,1,,,
TBR1,Q16650,1,,,
TBRG1,Q3YBR2,1,Nucleoplasm,,Supported
TBRG4,Q969Z0,1,Mitochondria,,Enhanced
TBX1,O43435,1,"Nuclear bodies, Cytoplasmic bodies",,Approved
TBX10,O75333,1,Nucleoplasm,Cytosol,Approved
TBX15,Q96SF7,1,Nucleoplasm,Centrosome,Approved
TBX18,O95935,1,Nucleoplasm,,Supported
TBX19,O60806,1,Nuclear speckles,,Approved
TBX2,Q13207,1,Nucleoplasm,Cytosol,Approved
TBX20,Q9UMR3,1,Nucleoli fibrillar center,,Approved
TBX21,Q9UL17,1,,,
TBX22,Q9Y458,1,,,
TBX3,O15119,1,Nucleoplasm,Cytosol,Supported
TBX4,P57082,1,Vesicles,,Approved
TBX5,Q99593,1,Nucleoplasm,,Approved
TBX6,O95947,1,Nucleoplasm,,Approved
TBXA2R,P21731,1,Plasma membrane,Nuclear speckles,Supported
TBXAS1,P24557,1,"Endoplasmic reticulum, Cytosol",,Approved
TBXT,O15178,1,Nucleoplasm,,Supported
TC2N,Q8N9U0,1,"Nucleoplasm, Nuclear bodies",,Approved
TCAF1,Q9Y4C2,1,Cell Junctions,"Nuclear bodies, Vesicles",Approved
TCAF2,A6NFQ2,1,"Plasma membrane, Cell Junctions",,Supported
TCAF2C,,0,"Plasma membrane, Cell Junctions",,Supported
TCAIM,Q8N3R3,1,,,
TCAP,O15273,1,,,
TCEA1,P23193,1,Nucleoplasm,Nucleoli,Supported
TCEA2,Q15560,1,Nucleoplasm,Centrosome,Supported
TCEA3,O75764,1,Nucleoplasm,Vesicles,Approved
TCEAL1,Q15170,1,Nucleoplasm,,Enhanced
TCEAL2,Q9H3H9,1,Nuclear speckles,Cytosol,Approved
TCEAL3,Q969E4,1,Nucleoplasm,,Uncertain
TCEAL4,Q96EI5,1,,,
TCEAL5,Q5H9L2,1,Nucleoplasm,,Approved
TCEAL6,Q6IPX3,1,Nucleoplasm,,Uncertain
TCEAL7,Q9BRU2,1,Nucleoplasm,,Supported
TCEAL8,Q8IYN2,1,Nucleoplasm,,Approved
TCEAL9,Q9UHQ7,1,"Nucleoplasm, Cytosol",,Approved
TCEANC,Q8N8B7,1,Nuclear speckles,,Approved
TCEANC2,Q96MN5,1,Nucleoplasm,Vesicles,Approved
TCERG1,O14776,1,Nucleoplasm,,Enhanced
TCERG1L,Q5VWI1,1,Nucleoplasm,Cytosol,Approved
TCF12,Q99081,1,"Nucleoplasm, Nuclear speckles",,Supported
TCF15,Q12870,1,Nuclear speckles,,Supported
TCF19,Q9Y242,1,Nucleoplasm,Nucleoli,Approved
TCF20,Q9UGU0,1,Nucleoplasm,Nuclear bodies,Supported
TCF21,O43680,1,Nucleoplasm,,Supported
TCF23,Q7RTU1,1,Nuclear speckles,,Approved
TCF24,Q7RTU0,1,,,
TCF25,Q9BQ70,1,,,
TCF3,P15923,1,Nucleoplasm,,Enhanced
TCF4,P15884,1,"Nucleoplasm, Cytosol",,Supported
TCF7,P36402,1,Nucleoplasm,,Enhanced
TCF7L1,Q9HCS4,1,Nucleoplasm,Cytosol,Supported
TCF7L2,Q9NQB0,1,"Nucleoplasm, Nuclear bodies",Cytosol,Approved
TCFL5,Q9UL49,1,Nucleoplasm,,Supported
TCHH,Q07283,1,,,
TCHHL1,Q5QJ38,1,"Nuclear membrane, Nucleoli",,Approved
TCHP,Q9BT92,1,"Plasma membrane, Centrosome, Cytosol",,Supported
TCIM,Q9NR00,1,Nucleoplasm,"Plasma membrane, Cytosol",Approved
TCIRG1,Q13488,1,Mitochondria,,Approved
TCL1A,P56279,1,"Endoplasmic reticulum, Cytosol",Nucleoplasm,Enhanced
TCL1B,O95988,1,Cytosol,,Approved
TCN1,P20061,1,,,
TCN2,P20062,1,Cytosol,,Approved
TCOF1,Q13428,1,Nucleoli fibrillar center,,Enhanced
TCP1,P17987,1,,,
TCP10L,Q8TDR4,1,,,
